Symbol,Quantity,AvgPrice
AZO,12,2314.05
CAH,387,75.31
CEG,345,82.06
CI,86,307.97
FMB,7135,51.45
FPE,20533,17.85
GILD,228,82.9
GIS,301,77.13
HEJ3,-1,0.86
HYD,6518,52.74
HYG,6052,75.91
IAU,1483,36.54
IGIB,6925,51.35
IXC,4458,40.2
KHC,414,39.68
LLY,82,345.33
LTPZ,3940,61.7
LVS,523,54.52
MCD,113,265.5
MCK,67,377.32
MRK,168,109.13
NGH3,-1,3.17
QQQ,7202,278.53
REGN,32,717.38
SBH3,1,0.2
TN   MAR 23,3,121.83
TRV,101,184.05
UB   MAR 23,3,142.43
WMT,173,139.18
XLE,1006,90.07
ZB   MAR 23,2,130.47
ZC   MAR 23,1,6.76
ZM   MAR 23,1,467.4
