Symbol,Quantity,AvgPrice
ABBV,2610,164.17
ALIH3,11,2452.89
CEG,172,84.62
CI,67,303.08
COILH3,-8,80.28
DCG3,15,18.75
DG,-1697,245.66
EWH,-142835,22.06
FMB,3388,50.68
FPE,9425,17.37
GILD,-4839,86.7
GOILG3,-3,873.75
HEG3,-19,0.8
HOG3,-3,3.06
HUM,29,493.92
HYD,3067,51.91
HYG,1711,75.86
IXC,83867,39.29
KHC,10205,42.61
MRK,125,113.79
NGG3,17,4.04
NOC,-788,504.98
PAH3,7,1780.57
RBG3,-3,2.32
SBH3,-29,0.19
UB   MAR 23,1,140.59
WMT,2961,147.2
ZB   MAR 23,1,129.62
ZC   MAR 23,-9,6.54
ZL   MAR 23,40,0.63
ZM   MAR 23,-6,472.12
ZS   MAR 23,-4,14.93
