Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,368.28,888,754,-134,-15.09,0.333,277845.72
NOC,STK,528.49,611,526,-85,-13.912,0.333,277845.72
MRK,STK,109.5,2950,2537,-413,-14,0.333,277845.72
GIS,STK,86.85,3786,3199,-587,-15.504,0.333,277842.97
LLY,STK,357.23,901,778,-123,-13.651,0.333,277842.97
AMGN,STK,266.14,1226,1044,-182,-14.845,0.333,277842.97
HUM,STK,508.44,634,546,-88,-13.88,0.333,277842.97
AZO,STK,2358.5,140,118,-22,-15.714,0.333,277842.97
CAH,STK,78.57,4111,3536,-575,-13.987,0.333,277842.97
ROL,STK,37.19,8672,7471,-1201,-13.849,0.333,277842.97
GILD,STK,85.65,3657,3244,-413,-11.293,0.333,277842.97
CI,STK,331.45,988,838,-150,-15.182,0.333,277842.97
PGR,STK,127.66,2619,2176,-443,-16.915,0.333,277842.97
VRTX,STK,308.4,1067,901,-166,-15.558,0.333,277842.97
CEG,STK,89.7,3639,3097,-542,-14.894,0.333,277842.97
QQQ,STK,273.98,105157,91270,-13887,-13.206,30,25006117.45
XLE,STK,83.6,11607,9971,-1636,-14.095,1,833537.25
IXC,STK,37.86,25988,22016,-3972,-15.284,1,833537.25
IGIB,STK,50.72,111542,93674,-17868,-16.019,5.7,4751162.32
IGLB,STK,52.94,107004,89746,-17258,-16.128,5.7,4751162.32
HYG,STK,74.8,74898,63518,-11380,-15.194,5.7,4751162.32
FMB,STK,50.76,111411,93601,-17810,-15.986,5.7,4751162.32
HYD,STK,52.15,108026,91106,-16920,-15.663,5.7,4751162.32
UB,FUT,144093.75,0,33,33,Inf,5.7,4751162.32
CGB,FUT,93079.51,59,51,-8,-13.559,5.7,4751162.32
BTP,FUT,118612.53,45,40,-5,-11.111,5.7,4751162.32
OAT,FUT,139726.59,39,0,-39,-100,0,0
GBX,FUT,161477.88,34,29,-5,-14.706,5.7,4751162.32
FLKTB,FUT,86926.45,66,55,-11,-16.667,5.7,4751162.32
IAU,STK,33.77,29408,24683,-4725,-16.067,1,833537.25
ZM,FUT,45260,6,5,-1,-16.667,0.294,245158.06
ZS,FUT,73470,4,3,-1,-25,0.294,245158.06
GOIL,FUT,91309,3,3,0,0,0.294,245158.06
HO,FUT,135227.5,2,2,0,0,0.294,245158.06
NG,FUT,65550,4,4,0,0,0.294,245158.06
RB,FUT,89334,-3,-3,0,0,-0.294,245158.06
ZL,FUT,37224,-8,-7,1,-12.5,-0.294,245158.06
DA,FUT,39245.07,-15,-12,3,-20,-0.588,490316.2
CL,FUT,74170,-8,-7,1,-12.5,-0.588,490316.2
COIL,FUT,79170,-7,-6,1,-14.286,-0.588,490316.2
ZW,FUT,37850,-16,-13,3,-18.75,-0.588,490316.2
KE,FUT,42912.5,-14,-11,3,-21.429,-0.588,490316.2
,,,,,,,,
,,,,,,,2.663,83353692.62
