Action,Quantity,Symbol,SecType,LastTradingDayOrContractMonth,DivPrt,Exchange,Currency,TimeInForce,OrderType,BasketTag,Account,OrderRef,Algo strategyType,Algo startTime,Algo endTime,Algo strategy,Multiplier,
BUY,1,FLKTB,FUT,20221220,false,KSE,KRW,DAY,LMT,Basket,U8251256,Basket,Marketable,20221215 08:15:00 Japan,20221215 11:15:00 Japan,Twap,1000000,
