Action,Quantity,Symbol,SecType,LastTradingDayOrContractMonth,DivPrt,Exchange,Currency,TimeInForce,OrderType,BasketTag,Account,OrderRef,Multiplier,
BUY,1,ZM,FUT,20230113,false,CBOT,USD,DAY,LMT,Basket,U8251256,Basket,100,
