Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,371.41,754,754,0,2.785,0.333,287749.95
NOC,STK,529,538,538,0,1.115,0.333,287749.95
MRK,STK,108.78,2640,2640,0,0.189,0.333,287749.95
GIS,STK,85.84,3333,3333,0,0.57,0.333,287747.1
LLY,STK,361.3,781,781,0,1.921,0.333,287747.1
AMGN,STK,271.46,1017,1060,43,4.228,0.333,287747.1
HUM,STK,533.42,529,529,0,1.89,0.333,287747.1
AZO,STK,2454.99,118,118,0,-0.847,0.333,287747.1
CAH,STK,77.55,3627,3627,0,2.288,0.333,287747.1
ROL,STK,38.51,7363,7363,0,1.48,0.333,287747.1
ORLY,STK,827.8,351,0,-351,-100,0,0
GILD,STK,87.97,3316,3316,0,-1.357,0.333,287747.1
CI,STK,332.12,875,875,0,-1.029,0.333,287747.1
PGR,STK,129.38,2251,2251,0,-1.199,0.333,287747.1
VRTX,STK,312.22,915,915,0,0.765,0.333,287747.1
CEG,STK,89.72,0,3207,3207,Inf,0.333,287747.1
QQQ,STK,283.04,93071,93071,0,-1.69,30,25897497.68
XLE,STK,82.8,25410,10426,-14984,-58.969,1,863249.92
IXC,STK,38.03,56075,22699,-33376,-59.52,1,863249.92
CGB,FUT,93253.78,50,53,3,6,5.7,4920524.56
BTP,FUT,123477.21,38,40,2,5.263,5.7,4920524.56
OAT,FUT,143648.15,33,34,1,3.03,5.7,4920524.56
GBX,FUT,170729.46,28,29,1,3.571,5.7,4920524.56
FLKTB,FUT,86422.87,55,57,2,3.636,5.7,4920524.56
IGIB,STK,50.33,92774,97765,4991,5.38,5.7,4920524.56
IGLB,STK,52.53,88419,93671,5252,5.94,5.7,4920524.56
HYG,STK,75.03,62806,65581,2775,4.418,5.7,4920524.56
FMB,STK,50.66,92920,97128,4208,4.529,5.7,4920524.56
HYD,STK,51.87,90981,94863,3882,4.267,5.7,4920524.56
IAU,STK,34.03,25778,25778,0,-1.594,1,863249.92
ZM,FUT,46360,6,5,-1,-16.667,0.294,253897.08
ZS,FUT,73150,4,3,-1,-25,0.294,253897.08
GOIL,FUT,81550,-4,3,7,-175,0.294,253897.08
HO,FUT,118898,-2,2,4,-200,0.294,253897.08
NG,FUT,69370,0,4,4,Inf,0.294,253897.08
RB,FUT,85355.67,-3,-3,0,0,-0.294,253897.08
ZL,FUT,35304,0,-7,-7,-Inf,-0.294,253897.08
DA,FUT,38557,0,-13,-13,-Inf,-0.588,507794.25
CL,FUT,70490,4,-7,-11,-275,-0.588,507794.25
COIL,FUT,75510.75,4,-7,-11,-275,-0.588,507794.25
ZW,FUT,37387.47,-15,-14,1,-6.667,-0.588,507794.25
KE,FUT,42150,-14,-12,2,-14.286,-0.588,507794.25
ZC,FUT,32425,-18,0,18,-100,0,0
ZO,FUT,16733.8,-35,0,35,-100,0,0
,,,,,,,,
,,,,,,,2.606,86324958.9
