Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,358.13,974,974,0,1.437,0.333,353849.02
MRK,STK,103.77,3438,3438,0,-0.814,0.333,353849.02
CAH,STK,77.03,4489,4489,0,2.339,0.333,353845.52
CEG,STK,81.5,4245,4245,0,2.285,0.333,353845.52
TRV,STK,185.99,1932,1932,0,-1.553,0.333,353845.52
LVS,STK,57.85,6081,6081,0,0.592,0.333,353845.52
GILD,STK,86.24,4182,4182,0,-1.889,0.333,353845.52
REGN,STK,780.86,451,451,0,0.443,0.333,353845.52
ORLY,STK,809.45,444,444,0,-1.577,0.333,353845.52
CB,STK,213.85,1683,1683,0,-1.664,0.333,353845.52
ULTA,STK,518,678,678,0,0.737,0.333,353845.52
ABC,STK,154.49,2253,2253,0,1.642,0.333,353845.52
MO,STK,47,7528,7528,0,0.013,0.333,353845.52
SCHW,STK,79.86,4469,4469,0,-0.85,0.333,353845.52
CTVA,STK,60.7,5742,5742,0,1.515,0.333,353845.52
QQQ,STK,304.68,104962,104962,0,-0.417,30,31846414.91
XLE,STK,86.56,12340,12340,0,-0.616,1,1061547.16
IXC,STK,38.42,27462,27462,0,0.612,1,1061547.16
FPE,STK,18.01,332914,332914,0,0.918,5.7,6050818.83
IGIB,STK,51.11,117263,117263,0,0.959,5.7,6050818.83
HYG,STK,75.9,79451,79451,0,0.34,5.7,6050818.83
FMB,STK,51.32,117423,117423,0,0.41,5.7,6050818.83
HYD,STK,52.3,114964,114964,0,0.635,5.7,6050818.83
LTPZ,STK,60.85,99245,99245,0,0.194,5.7,6050818.83
UB,FUT,141562.51,43,43,0,0,5.7,6050818.83
ZB,FUT,129000,47,47,0,0,5.7,6050818.83
FLKTB,FUT,90456.26,66,66,0,1.515,5.7,6050818.83
R,FUT,126322.83,47,47,0,2.128,5.7,6050818.83
IAU,STK,35.53,29819,29819,0,0.195,1,1061547.16
ZM,FUT,48870,5,5,0,0,0.238,252749.39
ZS,FUT,76412.67,3,3,0,0,0.238,252749.39
GOIL,FUT,81925,3,3,0,0,0.238,252749.39
HO,FUT,119306,2,2,0,0,0.238,252749.39
RB,FUT,102414,3,2,-1,-33.333,0.238,252749.39
ZC,FUT,33862.57,7,7,0,0,0.238,252749.39
SB,FUT,23222.64,11,11,0,0,0.238,252749.39
NG,FUT,24650,-21,-21,0,0,-0.476,505498.67
HE,FUT,33070,-15,-15,0,0,-0.476,505498.67
PB,FUT,53825,-9,-9,0,0,-0.476,505498.67
ZL,FUT,36072,-14,-14,0,0,-0.476,505498.67
PA,FUT,157300,-3,-3,0,0,-0.476,505498.67
PL,FUT,48968.3,-10,-10,0,0,-0.476,505498.67
SI,FUT,111575,-4,-5,-1,25,-0.476,505498.67
,,,,,,,,
,,,,,,,3.114,106154670.91
