Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MRK,STK,108.74,3728,3977,249,6.679,0.333,432484.85
CAH,STK,78.75,5032,5492,460,9.141,0.333,432480.57
CEG,STK,86.06,4627,5025,398,8.602,0.333,432480.57
TRV,STK,184.13,2151,2349,198,9.205,0.333,432480.57
LVS,STK,57.56,7071,7514,443,6.265,0.333,432480.57
GILD,STK,85.65,4633,5049,416,8.979,0.333,432480.57
REGN,STK,754.21,530,573,43,8.113,0.333,432480.57
ORLY,STK,861,487,502,15,3.08,0.333,432480.57
CB,STK,213.32,1871,2027,156,8.338,0.333,432480.57
ULTA,STK,524.65,779,824,45,5.777,0.333,432480.57
MO,STK,47.41,8543,9122,579,6.777,0.333,432480.57
SCHW,STK,80.77,4992,5354,362,7.252,0.333,432480.57
CTVA,STK,62.18,6591,6955,364,5.523,0.333,432480.57
AFL,STK,69.21,5748,6249,501,8.716,0.333,432480.57
LMT,STK,481.58,835,898,63,7.545,0.333,432480.57
QQQ,STK,305.34,120266,127476,7210,5.995,30,38923640.21
XLE,STK,89.25,33680,36343,2663,7.907,2.5,3243636.68
IXC,STK,40.68,74130,79735,5605,7.561,2.5,3243636.68
IGIB,STK,50.51,79845,86052,6207,7.774,3.35,4346473.16
IGLB,STK,51.82,78266,83876,5610,7.168,3.35,4346473.16
IGSB,STK,50.12,80401,86721,6320,7.861,3.35,4346473.16
HYG,STK,74.99,53984,57961,3977,7.367,3.35,4346473.16
FMB,STK,51.08,78847,85091,6244,7.919,3.35,4346473.16
HYD,STK,52.12,77425,83394,5969,7.709,3.35,4346473.16
TIP,STK,107.5,37490,40432,2942,7.847,3.35,4346473.16
STIP,STK,97.39,41388,44630,3242,7.833,3.35,4346473.16
FLKTB,FUT,88465.36,47,49,2,4.255,3.35,4346473.16
3KTB,FUT,81864.64,50,53,3,6,3.35,4346473.16
IAU,STK,34.81,34176,37272,3096,9.059,1,1297454.67
ZM,FUT,47860,12,13,1,8.333,0.476,617835.59
ZS,FUT,76037.5,8,8,0,0,0.476,617835.59
GOIL,FUT,85150,7,7,0,0,0.476,617835.59
HO,FUT,120514.8,5,5,0,0,0.476,617835.59
RB,FUT,111833.4,5,6,1,20,0.476,617835.59
ZC,FUT,33800,17,18,1,5.882,0.476,617835.59
SB,FUT,22108.81,26,28,2,7.692,0.476,617835.59
PB,FUT,53825,-9,-23,-14,155.556,-0.952,1235671.18
PA,FUT,145400,-8,-8,0,0,-0.952,1235671.18
PL,FUT,46315,-25,-27,-2,8,-0.952,1235671.18
SI,FUT,107400,-11,-12,-1,9.091,-0.952,1235671.18
ALI,FUT,59906.26,-19,-21,-2,10.526,-0.952,1235671.18
HG,FUT,100412.5,-12,-12,0,0,-0.952,1235671.18
CC,FUT,27210,-44,-44,0,2.273,-0.952,1235671.18
,,,,,,,,
,,,,,,,3.248,109634860.06
