Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MCK,STK,378.68,1074,1074,0,0.466,0.333,408645.59
MRK,STK,107.04,3863,3863,0,-1.165,0.333,408645.59
AZO,STK,2438.85,164,164,0,2.439,0.333,408641.54
CAH,STK,77.25,5152,5152,0,2.679,0.333,408641.54
CI,STK,316.67,1320,1320,0,-2.273,0.333,408641.54
CEG,STK,85.36,4690,4690,0,2.068,0.333,408641.54
MCD,STK,266.3,1494,1494,0,2.744,0.333,408641.54
TRV,STK,191.12,2157,2157,0,-0.881,0.333,408641.54
LVS,STK,59.59,6948,6948,0,-1.295,0.333,408641.54
GILD,STK,83.7,4874,4874,0,0.164,0.333,408641.54
REGN,STK,758.47,548,548,0,-1.642,0.333,408641.54
ORLY,STK,792.35,504,504,0,2.381,0.333,408641.54
CB,STK,227.49,1791,1791,0,0.279,0.333,408641.54
ULTA,STK,513.96,805,805,0,-1.242,0.333,408641.54
ABC,STK,168.96,2480,2480,0,-2.46,0.333,408641.54
QQQ,STK,293.71,121622,121622,0,2.958,30,36778106.4
XLE,STK,89.86,13435,13435,0,1.548,1,1225936.88
IXC,STK,40.22,30042,30042,0,1.461,1,1225936.88
FPE,STK,18.06,385864,385864,0,0.275,5.7,6987840.22
IGIB,STK,51.53,135296,135296,0,0.23,5.7,6987840.22
HYG,STK,75.96,91399,91399,0,0.651,5.7,6987840.22
FMB,STK,51.36,135665,135665,0,0.288,5.7,6987840.22
HYD,STK,52.26,132590,132590,0,0.847,5.7,6987840.22
LTPZ,STK,61.04,111127,114480,3353,3.017,5.7,6987840.22
UB,FUT,143062.51,49,49,0,0,5.7,6987840.22
ZB,FUT,130531.25,52,54,2,3.846,5.7,6987840.22
TN,FUT,121640.62,56,56,0,1.786,5.7,6987840.22
FLKTB,FUT,92972.45,75,75,0,0,5.7,6987840.22
IAU,STK,36.54,33385,33385,0,0.497,1,1225936.88
ZM,FUT,48280,6,6,0,0,0.238,291889.81
ZS,FUT,76760.75,4,4,0,0,0.238,291889.81
GOIL,FUT,89800,3,3,0,0,0.238,291889.81
HO,FUT,130935,2,2,0,0,0.238,291889.81
RB,FUT,107351.67,3,3,0,0,0.238,291889.81
ZC,FUT,33800,8,9,1,12.5,0.238,291889.81
SB,FUT,24259.17,12,12,0,0,0.238,291889.81
NG,FUT,27100,-22,-22,0,0,-0.476,583779.5
HE,FUT,34440,-16,-17,-1,6.25,-0.476,583779.5
GF,FUT,92887.5,-6,-6,0,0,-0.476,583779.5
PB,FUT,53825,-11,-11,0,0,-0.476,583779.5
ZL,FUT,37326,-16,-16,0,0,-0.476,583779.5
PA,FUT,163400,-4,-4,0,0,-0.476,583779.5
ZW,FUT,37875,-15,-15,0,0,-0.476,583779.5
,,,,,,,,
,,,,,,,3.69,122593635.61
