Symbol,Quantity,AvgPrice
AEP,-205,95.01
CCU2,-30,2361.27
COILV2,-1,99.84
DCQ2,1,20.48
DLTR,2812,169.55
ED,-214,93.27
EXC,-447,44.33
HUM,989,491.11
JNJ,-2887,172.42
NGU2,-1,8.49
PGR,-4445,112.48
PLV2,16,865.26
SIU2,1,18.29
ZC   DEC 22,-24,5.75
