Symbol,Quantity,AvgPrice
CLU2,1,99.26
COILU2,1,105.07
GFQ2,-9,1.72
GIS,6493,75.9
HEV2,2,0.94
KCU2,1,2.14
MCK,-49,331.22
RBQ2,-5,3.4
SBV2,38,0.19
SO,-6893,71.18
ZM   DEC 22,20,405.27
ZS   NOV 22,-11,14.14
