Symbol,Quantity,AvgPrice
ABBV,262,153.22
AEP,620,93.81
AMGN,157,246.78
BMY,603,76.48
CLQ2,1,95.54
COILU2,1,99.08
ED,648,92.93
EXC,1414,43.88
GFQ2,1,1.73
GOILQ2,1,1020.25
HEQ2,1,1.1
HSY,249,220.15
IAU,4431,33.13
IXC,5155,31.61
JNJ,246,178.09
KCU2,1,2.19
LMT,138,418.43
MCK,152,320.8
MRK,396,93.59
NOC,126,471.38
PGR,388,118.12
QQQ,8338,286.93
RBQ2,1,3.25
SO,750,71.11
SRE,486,147.37
STIP,-28810,101.09
XLE,2541,67.42
ZB   SEP 22,23,140.43
ZF   SEP 22,3,112.99
ZN   SEP 22,2,119.67
ZS   NOV 22,2,13.23
ZT   SEP 22,1,105.15
