Symbol,Quantity,AvgPrice
ABBV,-131,149.85
AEP,-207,93.23
AMGN,-106,247.54
BMY,-222,73.29
CLU2,-1,99.69
CTZ2,-1,0.94
ED,-206,91.54
EXC,-388,43.75
GIS,-257,73.74
HSY,-85,215.49
IXC,-2064,33.6
MCK,-84,327.49
NOC,-45,456.0
QQQ,-7555,302.24
SRE,-107,151.87
XLE,-729,72.2
