Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
HCA,STK,254.43,1377,1342,-35,-2.542,0.298,341396.9
COF,STK,154.6,1094,1104,10,0.914,0.149,170698.45
GS,STK,403.5,841,846,5,0.595,0.298,341396.9
IPG,STK,37.15,9366,9190,-176,-1.879,0.298,341396.9
IRM,STK,48.47,7195,7043,-152,-2.113,0.298,341396.9
NUE,STK,112,2993,3048,55,1.838,0.298,341396.9
EXR,STK,192.4,1833,1774,-59,-3.219,0.298,341396.9
JCI,STK,74.7,4682,4570,-112,-2.392,0.298,341396.9
WAT,STK,424.7,836,804,-32,-3.828,0.298,341396.9
IT,STK,312.58,1125,1092,-33,-2.933,0.298,341396.9
TGT,STK,246.11,707,694,-13,-1.839,0.149,170698.45
EXPD,STK,123.77,1396,1379,-17,-1.218,0.149,170698.45
MAA,STK,195.46,1774,1747,-27,-1.522,0.298,341396.9
MRNA,STK,420.86,794,811,17,2.141,0.298,341396.9
MMC,STK,159,2201,2147,-54,-2.453,0.298,341396.9
OTIS,STK,90.38,1901,1889,-12,-0.631,0.149,170698.45
CARR,STK,56.66,6009,6025,16,0.266,0.298,341396.9
QQQ,STK,380.08,83324,82031,-1293,-1.552,27.169,31178426.61
XLE,STK,47.59,11746,11602,-144,-1.226,0.481,552137.24
PBW,STK,80,6864,6902,38,0.554,0.481,552137.24
2823,STK,2.3,238500,240060,1560,0.654,0.481,552137.24
2800,STK,3.39,164000,162872,-1128,-0.688,0.481,552137.24
EZU,STK,50.62,10963,10907,-56,-0.511,0.481,552137.24
EWC,STK,37.42,14974,14755,-219,-1.463,0.481,552137.24
KSA,STK,41.79,13547,13212,-335,-2.473,0.481,552137.24
STIP,STK,105.9,55325,54181,-1144,-2.068,5,5737762.96
ZN,FUT,133281.25,44,43,-1,-2.273,5,5737762.96
ZB,FUT,162718.75,36,35,-1,-2.778,5,5737762.96
ZT,FUT,220291.41,27,26,-1,-3.704,5,5737762.96
Z3N,FUT,231333.04,25,25,0,0,5,5737762.96
3KTB,FUT,94229.95,37,37,0,0,3,3442657.78
GBX,FUT,246253.05,19,19,0,0,4,4590210.37
BTP,FUT,181433.88,26,25,-1,-3.846,4,4590210.37
GBL,FUT,203152.86,22,23,1,4.545,4,4590210.37
OAT,FUT,198846.08,24,23,-1,-4.167,4,4590210.37
CYBA,STK,5.64,616588,813867,197279,31.995,4,4590210.37
IAU,STK,34.16,33851,33593,-258,-0.762,1,1147552.59
HG,FUT,107204.75,4,4,0,0,0.333,382517.49
SCI,FUT,13307.79,14,14,0,0,0.167,191258.8
ZC,FUT,25300,8,8,0,0,0.167,191258.8
RB,FUT,89817,4,4,0,0,0.333,382517.49
AH,FUT,70705.5,6,5,-1,-16.667,0.333,382517.49
HO,FUT,89708,2,2,0,0,0.167,191258.8
HE,FUT,34963.18,11,11,0,0,0.333,382517.49
ZL,FUT,34284.91,11,11,0,0,0.333,382517.49
KC,FUT,70808.8,5,5,0,0,0.333,382517.49
PB,FUT,56888.67,3,3,0,0,0.167,191258.8
CT,FUT,46952,8,8,0,0,0.333,382517.49
ZO,FUT,24707.87,15,15,0,0,0.333,382517.49
KE,FUT,34700,5,6,1,20,0.167,191258.8
SB,FUT,21683.28,18,18,0,0,0.333,382517.49
NG,FUT,49580,4,4,0,0,0.167,191258.8
,,,,,,,,
,,,,,,,5.613,100984628.02
