Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LLY,STK,596,950,657,-293,-30.842,0.333,391789.51
CEG,STK,113.15,5453,3463,-1990,-36.494,0.333,391789.51
VRSK,STK,244.45,2235,1603,-632,-28.277,0.333,391789.51
BR,STK,181.47,2999,2159,-840,-28.009,0.333,391789.51
GE,STK,112,4934,3498,-1436,-29.104,0.333,391789.51
BRO,STK,70.94,7615,5523,-2092,-27.472,0.333,391789.51
MCK,STK,454.51,1208,862,-346,-28.642,0.333,391789.51
BRK B,STK,350.23,1576,1119,-457,-28.997,0.333,391789.51
PANW,STK,258.05,2156,1518,-638,-29.592,0.333,391789.51
BKNG,STK,3064.53,181,128,-53,-29.282,0.333,391789.51
INTC,STK,36.59,15133,10708,-4425,-29.241,0.333,391789.51
CMCSA,STK,44.5,12351,8804,-3547,-28.718,0.333,391789.51
ATVI,STK,94.3,5784,4155,-1629,-28.164,0.333,391789.51
CME,STK,216.09,2463,1813,-650,-26.391,0.333,391789.51
STE,STK,227.52,2416,1722,-694,-28.725,0.333,391789.51
VRTX,STK,360.57,1536,1087,-449,-29.232,0.333,391789.51
COR,STK,187.97,2930,2084,-846,-28.874,0.333,391789.51
SMH,STK,150.48,3681,2604,-1077,-29.258,0.333,391789.51
QQQ,STK,370.1,133905,142912,9007,6.726,45,52891589.51
USL,STK,38.45,42194,30569,-11625,-27.551,1,1175368.66
STIP,STK,96.85,5712,24272,18560,324.93,2,2350737.31
IGSB,STK,49.82,11131,47185,36054,323.906,2,2350737.31
HYG,STK,73.22,7626,32105,24479,320.994,2,2350737.31
FPE,STK,15.74,34912,149348,114436,327.784,2,2350737.31
IGIB,STK,48.41,11528,48559,37031,321.227,2,2350737.31
FMB,STK,48.75,11333,48220,36887,325.483,2,2350737.31
BTS,FUT,104320,5,23,18,360,2,2350737.31
GBS,FUT,105180,5,22,17,340,2,2350737.31
GBM,FUT,116360,5,20,15,300,2,2350737.31
R,FUT,95020,6,25,19,316.667,2,2350737.31
IAU,STK,35.44,45215,33165,-12050,-26.65,1,1175368.66
COIL,FUT,84759.67,9,7,-2,-22.222,0.5,587684.33
CL,FUT,83460,9,7,-2,-22.222,0.5,587684.33
GOIL,FUT,87100,9,7,-2,-22.222,0.5,587684.33
HO,FUT,118973.43,7,5,-2,-28.571,0.5,587684.33
SB,FUT,30094.38,26,20,-6,-23.077,0.5,587684.33
SI,FUT,110459.29,7,5,-2,-28.571,0.5,587684.33
,,,,,,,,
,,,,,,,2.563,89328017.09
