Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LLY,STK,533,987,1116,129,13.07,0.375,594847.62
CEG,STK,109.08,4915,5453,538,10.946,0.375,594847.62
VRSK,STK,236.24,2234,2518,284,12.713,0.375,594847.62
BR,STK,179.05,2969,3322,353,11.89,0.375,594847.62
GE,STK,110,4783,5408,625,13.067,0.375,594847.62
BRO,STK,69.85,7585,8516,931,12.274,0.375,594847.62
WMT,STK,159.6,3306,3727,421,12.734,0.375,594847.62
MCK,STK,434.85,1215,1368,153,12.593,0.375,594847.62
BRK B,STK,350,1504,1700,196,13.032,0.375,594847.62
PANW,STK,234.44,2260,2537,277,12.257,0.375,594847.62
BKNG,STK,3083.95,173,193,20,11.561,0.375,594847.62
FDX,STK,266.44,0,2233,2233,Inf,0.375,594847.62
COST,STK,568.63,0,1046,1046,Inf,0.375,594847.62
INTC,STK,35.18,0,16909,16909,Inf,0.375,594847.62
CMCSA,STK,44.86,0,13260,13260,Inf,0.375,594847.62
ATVI,STK,93.54,0,6359,6359,Inf,0.375,594847.62
SGEN,STK,213.5,2532,0,-2532,-100,0,0
PWR,STK,186.62,2845,0,-2845,-100,0,0
COR,STK,179.97,2938,0,-2938,-100,0,0
ETN,STK,213.28,2493,0,-2493,-100,0,0
QQQ,STK,357.62,134198,134198,0,-0.842,30,47587809.39
XLE,STK,90.48,34920,34920,0,0.41,2,3172520.63
STIP,STK,96.76,29285,32788,3503,11.962,2,3172520.63
IGSB,STK,49.69,57006,63846,6840,11.999,2,3172520.63
HYG,STK,73.2,38439,43340,4901,12.75,2,3172520.63
FPE,STK,15.97,177689,198655,20966,11.799,2,3172520.63
IGIB,STK,48.48,57996,65440,7444,12.835,2,3172520.63
FMB,STK,48.88,57363,64904,7541,13.146,2,3172520.63
BTS,FUT,104190,27,30,3,11.111,2,3172520.63
GBS,FUT,104965,27,30,3,11.111,2,3172520.63
GBM,FUT,115550,24,27,3,12.5,2,3172520.63
R,FUT,93410,29,34,5,17.241,2,3172520.63
IAU,STK,34.77,45444,0,-45444,-100,0,0
COIL,FUT,89470,9,5,-4,-44.444,0.278,440627.9
CL,FUT,91143.44,9,5,-4,-44.444,0.278,440627.9
GOIL,FUT,96900,8,5,-3,-37.5,0.278,440627.9
HO,FUT,130149.67,6,3,-3,-50,0.278,440627.9
SCI,FUT,11810,69,37,-32,-46.377,0.278,440627.9
SB,FUT,29635.19,27,15,-12,-44.444,0.278,440627.9
PL,FUT,45165,0,-20,-20,-Inf,-0.556,881255.8
SI,FUT,108750,0,-8,-8,-Inf,-0.556,881255.8
KE,FUT,33512.5,0,-26,-26,-Inf,-0.556,881255.8
ZS,FUT,63487.5,0,-14,-14,-Inf,-0.556,881255.8
ZM,FUT,37920,0,-23,-23,-Inf,-0.556,881255.8
ZL,FUT,33564,0,-26,-26,-Inf,-0.556,881255.8
PB,FUT,54227.23,13,0,-13,-100,0,0
TSR20,FUT,7035,115,0,-115,-100,0,0
LE,FUT,75160,11,0,-11,-100,0,0
GF,FUT,126177.5,6,0,-6,-100,0,0
,,,,,,,,
,,,,,,,2.992,99934400.44
