Symbol,Quantity,AvgPrice
2318,-16000.0,54.6
2884,-101000.0,37.85
388,-2200.0,405.6
8001.T,-9000.0,2070.23
9CI,-56600.0,2.73
AVl,-125.0,7.26
BAl,-40.0,22.55
BRK B,-229.0,505.23
CLSE,100.0,33.75
D05,-2000.0,75.26
ENOR,-3392.0,36.05
EPOL,-2685.0,44.49
EWA,-3969.0,29.63
EWD,-2233.0,52.86
EWG,-2713.0,44.18
EWQ,-2499.0,47.45
INCO,-1905.0,62.4
KGFl,-272.0,3.27
LGENl,-276.0,3.04
PFE,-4425.0,26.82
SPXl,-11.0,70.75
USD.TWD,118820.36,32.02
