Symbol,Quantity,AvgPrice
001040.KS,411,131000.0
003690.KS,12535,13621.35
004170.KS,95,402084.21
006800.KS,3751,32800.0
011070.KS,8,507000.0
011200,4067,20550.0
023530.KS,485,116208.45
028670.KS,15933,4960.5
039490.KS,268,273050.37
051900,765,282000.0
069960.KS,1441,115332.34
1113,19500,47.65
2318,16000,58.45
267,77000,12.23
3,135000,6.98
3328,123000,7.6
377300.KS,1564,42972.83
386,214000,4.38
388,2300,408.8
3968,18500,50.7
5,5600,167.6
941,11000,83.5
CVX,616,193.33
D05,2000,74.55
EWH,5216,22.89
O39,5300,29.11
SHELl,26,33.42
