Symbol,Quantity,AvgPrice
000880.KS,1395,135000.5
001040.KS,153,129400.0
003230.KS,-12,1537000.0
003490.KS,6192,27953.47
003550.KS,-322,119500.0
003690.KS,-1026,14313.77
005940.KS,1383,26459.62
011200,4588,21600.0
011780.KS,-148,127100.0
014680.KS,-831,200887.48
022100.KS,712,21600.0
023530.KS,-385,104881.04
031210.KS,-3559,42726.79
039490.KS,28,279285.71
042660.KS,416,87300.0
071050,56,191100.89
088350.KS,-8728,5781.35
1038,14000,64.7
251270,-1066,37516.42
386,194000,4.72
443060.KS,-391,210552.43
ALV,225,451.7
C09,18000,8.41
CLSE,14452,33.51
DB1,349,290.9
ENOR,3013,36.98
ERF,1406,72.58
EVK,5419,18.94
EWC,1905,61.78
EWG,2640,44.45
EWS,3465,34.23
G1A,1510,67.85
GLDM,400,87.59
GREK,1381,85.52
ICE,725,161.26
KNIN,433,221.9
KSA,2999,38.9
PFE,4224,27.83
QQQ,-21000,715.81
SOXX,-600,510.25
SREN,675,141.2
TQQQ,-46000,71.53
TUR,2919,40.2
UNP,386,305.36
