Symbol,Quantity,AvgPrice
011070.KS,-8.0,539000.0
051900,-765.0,317000.0
377300.KS,-1564.0,44550.0
9CI,56600.0,2.71
BRK B,229.0,523.86
CLSE,16903.0,33.44
D05,2000.0,76.58
ENOR,-66.0,35.2
EPOL,-47.0,44.53
EWA,-22.0,30.1
EWD,-19.0,53.5
EWG,-12.0,44.1
EWQ,-21.0,47.86
INCO,-12.0,62.62
PFE,-119.0,26.87
USD.TWD,135.55,32.24
