Symbol,Quantity,AvgPrice
1113,-500.0,47.72
2207,7000.0,517.0
2318,-500.0,58.6
267,-1000.0,12.17
2884,100000.0,38.51
2886,76000.0,51.4
3,-1000.0,6.99
3328,2000.0,7.62
3968,-500.0,50.8
AI,220000.0,9.98
CVX,14.0,190.63
EWH,36.0,22.92
USD.TWD,-351138.8,32.43
