Symbol,Quantity,AvgPrice
9CI,55700.0,2.73
COLO,2470.0,48.65
ENOR,3332.0,36.26
EPOL,2727.0,44.02
EWC,1928.0,62.21
EWD,2268.0,52.86
EWG,2717.0,44.17
EWI,1896.0,63.49
EWP,1909.0,62.85
EWQ,2528.0,47.37
EWS,3502.0,33.99
FEZ,35000.0,71.99
GREK,1448.0,83.57
INCO,1926.0,62.35
PFE,4478.0,26.68
S68,6000.0,25.09
SCHD,9000.0,34.29
SCHW,1085.0,110.69
USD.TWD,446.56,31.9
VOO,168.0,713.44
VT,739.0,162.42
VXUS,1364.0,88.06
