Symbol,Quantity,AvgPrice
001040.KS,-562.0,133185.23
003230.KS,35.0,1335142.86
003690.KS,-2267.0,15350.0
004170.KS,-127.0,433519.69
006800.KS,-2724.0,37100.0
011200,-980.0,22250.0
011780.KS,1434.0,129656.83
017800.KS,-545.0,76200.0
021240.KS,-243.0,95900.0
023530.KS,-298.0,103400.0
036570.KS,-123.0,233500.0
039490.KS,-196.0,296000.0
051900,14.0,299000.0
069960.KS,-1466.0,101400.0
071050,391.0,200499.36
088350.KS,34898.0,5625.32
180640.KS,-369.0,117800.0
271560.KS,104.0,133300.0
443060.KS,-110.0,201000.0
USD.TWD,-0.06,31.78
