Symbol,Quantity,AvgPrice
023530.KS,-485.0,99011.55
069960.KS,-1441.0,100544.07
1113,-20000.0,46.78
2207,-7000.0,515.57
2318,-16500.0,57.0
267,-79000.0,11.86
2884,-102000.0,38.2
2886,-77000.0,51.0
2914.T,-2600.0,7105.19
3,-139000.0,6.82
3328,-129000.0,7.23
386,-220000.0,4.35
388,-2300.0,411.0
3968,-19000.0,48.66
5,-5600.0,160.5
941,-11000.0,81.8
CLSE,31811.0,33.47
CVX,-630.0,186.54
D05,-2000.0,76.15
DBMF,-7003.0,30.97
EWH,-5252.0,22.71
O39,-5200.0,30.28
SCHD,300.0,33.52
SHELl,-26.0,33.02
USD.TWD,353148.32,32.23
