Symbol,Quantity,AvgPrice
ATVI,-1629,94.3
BKNG,-53,3073.14
BR,-840,181.35
BRK B,-457,347.76
BRO,-2092,71.39
CEG,-1990,113.75
CLZ3,-2,82.84
CMCSA,-3547,44.52
CME,-650,216.5
COILG4,-2,84.3
COR,-846,186.41
FMB,36887,49.12
FPE,114436,15.83
GE,-1436,112.11
GOILX3,-2,870.62
HOF4,-2,2.83
HYG,24479,73.23
IAU,-12050,35.45
IGIB,37031,48.54
IGSB,36054,49.8
INTC,-4425,36.57
LLY,-293,599.83
MCK,-346,449.17
PANW,-638,258.49
QQQ,9007,369.85
SBH4,-6,0.27
SIX3,-2,22.02
SMH,-1077,150.41
STE,-694,222.45
STIP,18560,96.88
USL,-11625,38.01
VRSK,-632,244.14
VRTX,-449,361.89
