Symbol,Quantity,AvgPrice
ATVI,-1055,94.45
BKNG,-33,3068.49
BR,-554,182.0
BRK B,-280,346.58
BRO,-1425,70.88
CEG,-927,115.54
CLZ3,-7,83.0
CMCSA,-2197,44.09
CME,-466,219.64
COILG4,-7,84.73
COR,-527,188.04
FMB,-12453,49.04
FPE,-38082,15.79
GE,-921,112.73
GOILX3,-7,886.43
HOF4,-5,2.88
HYG,-8104,72.98
IAU,-8455,35.46
IGIB,-12387,48.37
IGSB,-11899,49.71
INTC,-2779,37.03
LLY,-175,609.35
MCK,-221,458.32
PANW,-391,262.92
QQQ,10666,372.58
SBH4,-20,0.26
SIX3,-5,21.89
SMH,-672,153.4
STE,-421,225.42
STIP,-6139,96.9
USL,-7675,38.29
VRSK,-410,246.18
VRTX,-285,368.34
