Symbol,Quantity,AvgPrice
FMB,-40972,48.58
FPE,-127443,15.76
HYG,-27487,72.44
IGIB,-41404,47.86
IGSB,-40903,49.49
QQQ,64625,356.35
SBH4,-12,0.26
STIP,-21017,96.46
ZM   DEC 23,-1,368.7
