Symbol,Quantity,AvgPrice
ATVI,-1965,93.9
BKNG,-56,3041.2
BR,-974,177.57
BRK B,-498,341.28
BRO,-2560,70.01
CMCSA,-3776,43.36
COST,-316,568.12
FDX,-648,257.97
FMB,-5058,48.6
FPE,-15334,15.76
GE,-1579,108.25
HYG,-3326,72.26
IGIB,-5064,47.88
IGSB,-4972,49.52
INTC,-5634,35.71
KE   DEC 23,8,6.7
LLY,-323,531.17
MCK,-427,439.97
PANW,-757,235.42
PLX3,6,865.92
SBH4,-4,0.26
SIX3,2,21.09
STIP,-2556,96.39
VRSK,-760,237.71
WMT,-1138,159.96
XLE,-34920,85.94
ZL   DEC 23,8,0.56
ZM   DEC 23,8,371.36
ZS   NOV 23,4,12.72
