Symbol,Quantity,AvgPrice
ATVI,6359,93.75
BKNG,20,3088.29
BR,353,177.87
BRK B,196,347.35
BRO,931,69.62
CEG,538,104.31
CLX3,-9,90.83
CLZ3,9,88.98
CMCSA,13260,44.47
COR,-2938,179.82
COST,1046,568.2
ETN,-2493,211.31
FDX,2233,265.3
GE,625,109.36
GFV3,-6,2.54
IAU,-45444,34.68
INTC,16909,35.56
KE   DEC 23,-26,6.76
LEZ3,-11,1.89
LLY,129,533.1
MCK,153,437.03
PANW,277,235.97
PLX3,-20,881.7
PWR,-2845,183.31
SGEN,-2532,211.97
SIX3,-8,21.4
VRSK,284,236.2
WMT,421,159.46
ZL   DEC 23,-26,0.57
ZM   DEC 23,-23,376.26
ZS   NOV 23,-14,12.73
