Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
HCA,STK,253.49,1300,1316,16,1.231,0.298,333697.28
COF,STK,164.06,1877,2034,157,8.364,0.298,333697.28
GS,STK,416,782,802,20,2.558,0.298,333697.28
IPG,STK,36.27,8890,9200,310,3.487,0.298,333697.28
IRM,STK,46.69,7043,7147,104,1.477,0.298,333697.28
NUE,STK,121.04,2718,2757,39,1.435,0.298,333697.28
EXR,STK,185.65,1785,1797,12,0.672,0.298,333697.28
JCI,STK,74.97,4382,4451,69,1.575,0.298,333697.28
WAT,STK,413.06,804,808,4,0.498,0.298,333697.28
IT,STK,307.21,1060,1086,26,2.453,0.298,333697.28
TGT,STK,249.36,657,669,12,1.826,0.149,166848.64
EXPD,STK,125.54,2629,2658,29,1.103,0.298,333697.28
MAA,STK,192.63,1731,1732,1,0.058,0.298,333697.28
MRNA,STK,372.27,871,896,25,2.87,0.298,333697.28
MMC,STK,156.41,2095,2133,38,1.814,0.298,333697.28
OTIS,STK,92.37,1780,1806,26,1.461,0.149,166848.64
QQQ,STK,381.06,79391,79975,584,0.736,27.169,30475250.79
XLE,STK,48.64,10761,11095,334,3.104,0.481,539684.73
PBW,STK,81.99,6540,6582,42,0.642,0.481,539684.73
2823,STK,2.22,238600,243101,4501,1.886,0.481,539684.73
2800,STK,3.39,158500,159199,699,0.441,0.481,539684.73
EZU,STK,51.16,10416,10549,133,1.277,0.481,539684.73
EWC,STK,37.5,14102,14392,290,2.056,0.481,539684.73
KSA,STK,40.96,12956,13176,220,1.698,0.481,539684.73
STIP,STK,106.56,51677,52631,954,1.846,5,5608357.58
ZN,FUT,133520.32,41,42,1,2.439,5,5608357.58
ZB,FUT,163414.74,34,34,0,0,5,5608357.58
ZT,FUT,220325.2,25,25,0,0,5,5608357.58
Z3N,FUT,231411.17,24,24,0,0,5,5608357.58
3KTB,FUT,95355.57,35,35,0,0,3,3365014.55
GBX,FUT,252966.82,17,18,1,5.882,4,4486686.07
BTP,FUT,182229.67,24,25,1,4.167,4,4486686.07
GBL,FUT,208069.29,21,22,1,4.762,4,4486686.07
OAT,FUT,191168.09,23,23,0,0,4,4486686.07
IAU,STK,34.57,31844,32446,602,1.89,1,1121671.52
HG,FUT,108838.67,3,3,0,0,0.333,373890.47
SCI,FUT,15249.17,12,12,0,0,0.167,186945.29
ZC,FUT,27073.85,13,14,1,7.692,0.333,373890.47
RB,FUT,89460,4,4,0,0,0.333,373890.47
AH,FUT,66907.67,6,6,0,0,0.333,373890.47
HO,FUT,89023,2,2,0,0,0.167,186945.29
HE,FUT,36076.8,10,10,0,0,0.333,373890.47
ZL,FUT,35574,10,11,1,10,0.333,373890.47
KC,FUT,74727.33,3,3,0,0,0.167,186945.29
PB,FUT,56752.33,3,3,0,0,0.167,186945.29
CT,FUT,46664,8,8,0,0,0.333,373890.47
ZO,FUT,25368.86,14,15,1,7.143,0.333,373890.47
KE,FUT,35580.8,5,5,0,0,0.167,186945.29
SB,FUT,22478.38,16,17,1,6.25,0.333,373890.47
NG,FUT,43690,4,4,0,0,0.167,186945.29
,,,,,,,,
,,,,,,,5.129,94220407.32
