Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
HCA,STK,242.54,1347,1390,43,3.192,0.298,337029.27
COF,STK,176.93,1942,1905,-37,-1.905,0.298,337029.27
GS,STK,415,802,812,10,1.247,0.298,337029.27
WFC,STK,51.15,6664,6589,-75,-1.125,0.298,337029.27
IPG,STK,37.58,8895,8968,73,0.821,0.298,337029.27
IRM,STK,46.55,7140,7240,100,1.401,0.298,337029.27
NUE,STK,124.14,2759,2715,-44,-1.595,0.298,337029.27
EXR,STK,174.66,1918,1930,12,0.626,0.298,337029.27
JCI,STK,73,4683,4617,-66,-1.409,0.298,337029.27
WAT,STK,401.33,851,840,-11,-1.293,0.298,337029.27
IT,STK,304.09,1157,1108,-49,-4.235,0.298,337029.27
TGT,STK,261.88,1277,1287,10,0.783,0.298,337029.27
EXPD,STK,122.28,2728,2756,28,1.026,0.298,337029.27
MAA,STK,186.37,1765,1808,43,2.436,0.298,337029.27
MRNA,STK,399.7,849,843,-6,-0.707,0.298,337029.27
QQQ,STK,367.73,80090,80869,779,0.973,26.25,29737876.35
XLE,STK,49.93,10768,10917,149,1.384,0.481,545073.52
PBW,STK,84.47,6161,6453,292,4.739,0.481,545073.52
2823,STK,2.35,227700,231946,4246,1.865,0.481,545073.52
2800,STK,3.46,158000,157536,-464,-0.294,0.481,545073.52
EZU,STK,51.11,21545,21329,-216,-1.003,0.962,1090147.04
EXXX,STK,45.74,11099,10862,-237,-2.135,0.439,496840.05
EWC,STK,37.73,14646,14447,-199,-1.359,0.481,545073.52
KSA,STK,41.13,13021,13252,231,1.774,0.481,545073.52
FLRN,STK,30.64,221677,221842,165,0.074,6,6797228.88
STIP,STK,106.12,63951,64052,101,0.158,6,6797228.88
CYBA,STK,5.6,603214,606895,3681,0.61,3,3398614.44
ZN,FUT,133591.6,25,25,0,0,3,3398614.44
ZB,FUT,163406.25,20,21,1,5,3,3398614.44
ZT,FUT,220476.55,31,31,0,0,6,6797228.88
Z3N,FUT,231682.66,29,29,0,0,6,6797228.88
3KTB,FUT,94507.31,35,36,1,2.857,3,3398614.44
GBX,FUT,254602.46,13,13,0,0,3,3398614.44
BTP,FUT,182213.17,18,19,1,5.556,3,3398614.44
GBL,FUT,207429.75,16,16,0,0,3,3398614.44
IAU,STK,33.47,34216,33847,-369,-1.078,1,1132871.48
HG,FUT,109241.67,3,3,0,0,0.333,377623.79
ZS,FUT,,0,,,,0,0
PA,FUT,,0,,,,0,0
SCI,FUT,15946,12,12,0,0,0.167,188811.95
ZC,FUT,28500,13,13,0,0,0.333,377623.79
RB,FUT,95239.25,4,4,0,0,0.333,377623.79
AH,FUT,64747.17,6,6,0,0,0.333,377623.79
HO,FUT,88368,4,4,0,0,0.333,377623.79
HE,FUT,34570,11,11,0,0,0.333,377623.79
ZL,FUT,37272,10,10,0,0,0.333,377623.79
KC,FUT,70132.33,3,3,0,0,0.167,188811.95
CL,FUT,69010,5,5,0,0,0.333,377623.79
PB,FUT,58562.33,3,3,0,0,0.167,188811.95
CT,FUT,46575,4,4,0,0,0.167,188811.95
ZO,FUT,23650,8,8,0,0,0.167,188811.95
KE,FUT,37646.4,5,5,0,0,0.167,188811.95
SB,FUT,22052.82,17,17,0,0,0.333,377623.79
,,,,,,,,
,,,,,,,5.525,96294317.5
