Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
HCA,STK,242.47,1447,1372,-75,-5.183,0.298,332766.97
COF,STK,169.4,1980,1964,-16,-0.808,0.298,332766.97
GS,STK,394,857,845,-12,-1.4,0.298,332766.97
WFC,STK,47,7046,7080,34,0.483,0.298,332766.97
IPG,STK,36.87,9371,9025,-346,-3.692,0.298,332766.97
IRM,STK,45.15,7627,7370,-257,-3.37,0.298,332766.97
NUE,STK,117.12,2849,2841,-8,-0.281,0.298,332766.97
EXR,STK,174.47,2001,1907,-94,-4.698,0.298,332766.97
JCI,STK,72.17,4828,4611,-217,-4.495,0.298,332766.97
WAT,STK,400.74,868,830,-38,-4.378,0.298,332766.97
IT,STK,302.2,1116,1101,-15,-1.344,0.298,332766.97
TGT,STK,248.5,1344,1339,-5,-0.372,0.298,332766.97
EXPD,STK,121.52,2838,2738,-100,-3.524,0.298,332766.97
MAA,STK,186.7,1867,1782,-85,-4.553,0.298,332766.97
MRNA,STK,389.17,846,855,9,1.064,0.298,332766.97
QQQ,STK,360.16,84375,81524,-2851,-3.379,26.25,29361791.39
XLE,STK,46.38,11621,11604,-17,-0.146,0.481,538180.16
PBW,STK,76.28,7313,7055,-258,-3.528,0.481,538180.16
2823,STK,2.27,241200,237084,-4116,-1.706,0.481,538180.16
2800,STK,3.32,165500,162102,-3398,-2.053,0.481,538180.16
EZU,STK,49.64,22339,21683,-656,-2.937,0.962,1076360.32
EXXX,STK,44.73,11386,10967,-419,-3.68,0.439,490556.68
EWC,STK,36.89,15079,14589,-490,-3.25,0.481,538180.16
KSA,STK,41.04,13815,13114,-701,-5.074,0.481,538180.16
FLRN,STK,30.65,231505,182471,-49034,-21.181,5,5592722.17
STIP,STK,106.04,66820,52742,-14078,-21.069,5,5592722.17
CYBA,STK,5.61,631995,398768,-233227,-36.903,2,2237088.87
ZN,FUT,134453.12,26,33,7,26.923,4,4474177.74
ZB,FUT,165906.27,22,27,5,22.727,4,4474177.74
ZT,FUT,220570.31,32,25,-7,-21.875,5,5592722.17
Z3N,FUT,231958.06,31,24,-7,-22.581,5,5592722.17
3KTB,FUT,93962.43,37,36,-1,-2.703,3,3355633.3
GBX,FUT,255550.07,14,18,4,28.571,4,4474177.74
BTP,FUT,181359.63,19,25,6,31.579,4,4474177.74
GBL,FUT,207082.71,17,22,5,29.412,4,4474177.74
OAT,FUT,190101.58,19,24,5,26.316,4,4474177.74
IAU,STK,34.04,34955,32860,-2095,-5.993,1,1118544.43
HG,FUT,99750,4,4,0,0,0.333,372848.11
ZS,FUT,,0,,,,0,0
PA,FUT,,0,,,,0,0
SCI,FUT,12956.54,13,14,1,7.692,0.167,186424.11
ZC,FUT,27975,14,13,-1,-7.143,0.333,372848.11
RB,FUT,82525.8,5,5,0,0,0.333,372848.11
AH,FUT,63073.83,6,6,0,0,0.333,372848.11
HO,FUT,82773.5,4,5,1,25,0.333,372848.11
HE,FUT,35640,11,10,-1,-9.091,0.333,372848.11
ZL,FUT,36270,11,10,-1,-9.091,0.333,372848.11
KC,FUT,67136.33,3,3,0,0,0.167,186424.11
CL,FUT,63130,6,6,0,0,0.333,372848.11
PB,FUT,56440,3,3,0,0,0.167,186424.11
CT,FUT,46806.75,4,4,0,0,0.167,186424.11
ZO,FUT,24050,8,8,0,0,0.167,186424.11
KE,FUT,36348.6,5,5,0,0,0.167,186424.11
SB,FUT,22399.82,17,17,0,0,0.333,372848.11
,,,,,,,,
,,,,,,,6.029,99550693.27
