Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
HCA,STK,249.48,1274,1271,-3,-0.235,0.298,317197.32
COF,STK,170.05,1878,1865,-13,-0.692,0.298,317197.32
GS,STK,408.56,792,776,-16,-2.02,0.298,317197.32
WFC,STK,,0,,,,0,0
IPG,STK,37.02,8593,8568,-25,-0.291,0.298,317197.32
IRM,STK,45.77,6933,6930,-3,-0.043,0.298,317197.32
NUE,STK,123.25,2627,2574,-53,-2.018,0.298,317197.32
EXR,STK,177.8,1793,1784,-9,-0.502,0.298,317197.32
JCI,STK,74.62,4288,4251,-37,-0.863,0.298,317197.32
WAT,STK,402.27,790,789,-1,-0.127,0.298,317197.32
IT,STK,300.97,1052,1054,2,0.19,0.298,317197.32
TGT,STK,250.65,1259,1265,6,0.477,0.298,317197.32
EXPD,STK,122.76,2574,2584,10,0.389,0.298,317197.32
MAA,STK,186.27,1687,1703,16,0.948,0.298,317197.32
MRNA,STK,389,766,815,49,6.397,0.298,317197.32
MMC,STK,155.27,2040,2043,3,0.147,0.298,317197.32
QQQ,STK,374.59,77594,77334,-260,-0.335,27.169,28968375.16
XLE,STK,48.26,10730,10630,-100,-0.932,0.481,512999.55
PBW,STK,79.73,6582,6434,-148,-2.249,0.481,512999.55
2823,STK,2.28,225600,225000,-600,-0.266,0.481,512999.55
2800,STK,3.37,153000,152225,-775,-0.507,0.481,512999.55
EZU,STK,50.59,10184,10140,-44,-0.432,0.481,512999.55
EXXX,STK,,0,,,,0,0
EWC,STK,37.49,13818,13684,-134,-0.97,0.481,512999.55
KSA,STK,40.95,12705,12527,-178,-1.401,0.481,512999.55
FLRN,STK,,0,,,,0,0
STIP,STK,106.07,50436,50260,-176,-0.349,5,5331047.4
CYBA,STK,,0,,,,0,0
ZN,FUT,133918.55,40,40,0,0,5,5331047.4
ZB,FUT,164830.66,32,32,0,0,5,5331047.4
ZT,FUT,220500,24,24,0,0,5,5331047.4
Z3N,FUT,231776.3,23,23,0,0,5,5331047.4
3KTB,FUT,94484.47,34,34,0,0,3,3198628.44
GBX,FUT,254034.71,21,21,0,0,5,5331047.4
BTP,FUT,181548.28,29,29,0,0,5,5331047.4
GBL,FUT,207356.35,26,26,0,0,5,5331047.4
OAT,FUT,190439.54,28,28,0,0,5,5331047.4
IAU,STK,34.16,31128,31212,84,0.27,1,1066209.48
HG,FUT,107350,3,3,0,0,0.333,355403.12
SCI,FUT,14796.25,12,12,0,0,0.167,177701.62
ZC,FUT,27075,13,13,0,0,0.333,355403.12
RB,FUT,86620.75,4,4,0,0,0.333,355403.12
AH,FUT,65647.2,5,5,0,0,0.333,355403.12
HO,FUT,87213,2,2,0,0,0.167,177701.62
HE,FUT,34800,10,10,0,0,0.333,355403.12
ZL,FUT,36191.5,10,10,0,0,0.333,355403.12
KC,FUT,70237.67,3,3,0,0,0.167,177701.62
CL,FUT,67620,3,3,0,0,0.167,177701.62
PB,FUT,57947.33,3,3,0,0,0.167,177701.62
CT,FUT,46880.38,8,8,0,0,0.333,355403.12
ZO,FUT,25205.07,14,14,0,0,0.333,355403.12
KE,FUT,35570.4,5,5,0,0,0.167,177701.62
SB,FUT,21840,16,16,0,0,0.333,355403.12
,,,,,,,,
,,,,,,,5.28,93826434.13
