Date,Hong Kong MarketValueUSD,Hong Kong Count,United States MarketValueUSD,United States Count,Europe MarketValueUSD,Europe Count,Australia MarketValueUSD,Australia Count,Canada MarketValueUSD,Canada Count,China MarketValueUSD,China Count,Singapore MarketValueUSD,Singapore Count,Japan MarketValueUSD,Japan Count
2025-06-19,12081146.45,14.00,180418648.35,48,,,81891.32,1.00,,,,,3248511.13,3.00,,
2025-06-20,12249551.41,14.00,186115088.16,50,,,82059.48,1.00,,,,,3267809.91,3.00,,
2025-06-23,12360746.12,14.00,142208045.84,53,1163532.73,2.00,79611.05,1.00,,,,,3248397.06,3.00,,
2025-06-24,12539673.69,14.00,151284742.18,55,1605780.10,2.00,79671.24,1.00,,,,,3285396.30,3.00,,
2025-06-25,12715060.82,14.00,154705118.17,55,1652758.36,2.00,0.00,1.00,,,,,3299741.40,3.00,,
2025-06-26,13223261.32,15.00,156452770.02,56,3184292.12,2.00,,,,,,,3382677.36,3.00,,
2025-06-27,17410180.79,15.00,160568373.73,58,3064493.80,2.00,,,,,,,3394533.85,3.00,,
2025-06-30,19870086.25,16.00,166087872.57,57,3147018.31,2.00,,,,,,,3408738.19,3.00,,
2025-07-01,19870086.25,16.00,168649683.55,70,2985011.69,2.00,,,,,,,3424803.44,3.00,,
2025-07-02,20065966.28,16.00,184348136.16,65,3020126.57,2.00,,,,,,,3454518.88,3.00,,
2025-07-03,21832140.52,16.00,198097856.49,68,3012524.71,2.00,,,,,,,3471967.52,3.00,,
2025-07-04,22486997.66,16.00,198097856.49,66,3075684.38,2.00,,,,,,,3469964.11,3.00,,
2025-07-07,22832088.58,16.00,197380989.39,69,3123762.78,2.00,,,,,,,3494598.64,3.00,,
2025-07-08,23151920.18,16.00,205883668.68,67,3139183.73,2.00,,,,,,,3523080.15,3.00,,
2025-07-09,22762108.28,16.00,199847542.45,68,3176091.02,2.00,,,,,,,3522456.37,3.00,,
2025-07-10,23023934.14,16.00,199796666.38,64,3147256.94,2.00,,,,,,,3541179.69,3.00,,
2025-07-11,23119995.01,16.00,187044232.65,64,3168110.18,2.00,,,,,,,3527245.92,3.00,,
2025-07-14,23186861.66,16.00,187749613.40,62,3218563.17,2.00,,,,,,,3556222.80,3.00,,
2025-07-15,24043022.79,17.00,193130143.68,62,3115294.79,2.00,,,,,,,3563832.17,3.00,,
2025-07-16,24071403.69,17.00,193752263.16,64,3106644.42,2.00,,,,,,,3591881.43,3.00,,
2025-07-17,23886647.44,17.00,77262778.75,63,992290.11,2.00,,,,,,,3608126.21,3.00,,
2025-07-18,24075209.89,17.00,77789534.08,64,996460.97,2.00,,,,,,,3632435.32,3.00,,
2025-07-21,25066914.42,17.00,81581284.72,64,988872.48,2.00,,,,,,,5408503.10,5.00,,
2025-07-22,25061341.43,17.00,81340700.55,69,971230.44,2.00,,,,,,,5419855.98,5.00,,
2025-07-23,27469363.74,18.00,86481094.85,69,968010.55,2.00,,,,,,,5475760.48,5.00,,
2025-07-24,27540506.20,18.00,86698962.77,69,957593.67,2.00,,,,,,,5542091.46,5.00,,
2025-07-25,28080614.42,19.00,87086655.75,69,957402.87,2.00,,,,,,,5499166.64,5.00,,
2025-07-28,28154607.83,18.00,92224703.08,69,909097.60,2.00,,,,,,,7006592.46,5.00,,
2025-07-29,28214161.97,18.00,96807268.87,69,933663.66,2.00,,,,,,,8016904.36,5.00,,
2025-07-30,29583754.54,18.00,88214509.08,69,920151.52,2.00,,,,,,,8683302.68,6.00,,
2025-07-31,29146895.85,18.00,87653607.40,75,923101.71,2.00,,,,,,,8659691.03,6.00,,
2025-08-01,28776908.67,18.00,86820635.76,94,698029.83,2.00,,,,,,,8628958.59,6.00,,
2025-08-04,31909182.91,18.00,146369307.85,96,710667.18,2.00,,,,,,,9309886.93,6.00,,
2025-08-05,33856251.37,18.00,164113266.00,102,712268.66,2.00,,,,,,,10396328.67,6.00,,
2025-08-06,33773209.51,18.00,173938245.21,112,722889.68,2.00,,,,,,,10447087.48,6.00,,
2025-08-07,33064084.55,18.00,169004182.68,117,682356.24,2.00,,,,,,,6615273.53,6.00,,
2025-08-08,34299876.28,19.00,77572008.66,110,673432.08,2.00,,,,,,,6695422.88,6.00,,
2025-08-11,27406733.64,19.00,71909377.96,87,0.00,2.00,,,,,,,5739637.61,6.00,,
2025-08-12,27585295.97,18.00,72429826.65,90,,,,,,,,,5669484.20,6.00,,
2025-08-13,28056062.91,18.00,67156483.46,90,,,,,,,,,5753735.71,6.00,,
2025-08-14,28108323.86,18.00,68358451.37,94,,,,,,,,,5710635.86,6.00,,
2025-08-15,27771487.70,20.00,71955214.46,98,,,,,,,,,6665106.17,7.00,,
2025-08-18,28054694.18,20.00,71788121.70,99,,,,,,,,,6647976.62,7.00,,
2025-08-19,28015017.64,20.00,71517900.21,98,,,,,,,,,6694983.26,7.00,,
2025-08-20,25207201.35,20.00,73551041.88,105,,,,,,,,,6674770.87,7.00,78301.32,1.00
2025-08-21,25347935.68,20.00,73871650.01,106,,,,,,,,,7231716.20,7.00,155657.08,2.00
2025-08-22,25463358.91,20.00,161791488.49,108,,,,,,,,,7289808.34,7.00,161689.72,2.00
2025-08-25,27351193.73,20.00,144535866.02,103,,,,,,,,,11120699.74,7.00,162815.12,2.00
2025-08-26,27044573.50,20.00,145579536.47,102,,,,,,,,,11069703.46,7.00,159331.48,2.00
2025-08-27,25993622.32,21.00,147521406.66,106,,,,,,,,,12118215.59,7.00,158814.68,2.00
2025-08-28,26169837.02,21.00,148374576.39,111,,,,,,,,,13301954.73,7.00,159670.80,2.00
2025-08-29,27551375.14,21.00,154423307.49,115,,,,,,,,,13859765.45,7.00,318544.64,2.00
2025-09-01,27929003.07,21.00,154427373.49,115,,,,,,,,,14283033.77,7.00,322945.60,2.00
2025-09-02,30468895.88,23.00,162106722.03,122,,,,,,,,,17386866.63,7.00,326316.80,2.00
2025-09-03,30366795.10,23.00,166479144.32,122,,,,,,,,,19493798.49,7.00,403907.76,2.00
2025-09-04,29018778.81,23.00,167811070.92,122,,,,,,,,,20417330.90,7.00,407640.06,2.00
2025-09-05,29796469.47,23.00,169701238.76,125,,,,,,,,,20602868.07,7.00,412702.88,2.00
2025-09-08,29944371.42,23.00,171099490.85,126,,,,,,,,,20803259.98,7.00,414557.92,2.00
2025-09-09,30451429.89,23.00,172743864.59,126,,,,,,,,,20997855.30,7.00,463630.80,2.00
2025-09-10,30916035.11,23.00,171382867.97,126,,,,,,,,,21032169.83,7.00,474868.48,2.00
2025-09-11,31453421.75,23.00,175921119.64,126,,,,,,,,,21392927.18,7.00,474530.52,2.00
2025-09-12,31702724.52,23.00,176459886.36,126,,,,,,,,,21479457.07,7.00,482545.68,2.00
2025-09-15,29057518.04,23.00,127465768.07,127,,,,,,,,,21676511.14,7.00,482545.68,2.00
2025-09-16,28268452.10,23.00,97840728.29,88,,,,,,,,,21627158.26,7.00,528886.32,2.00
2025-09-17,23446181.16,23.00,98378439.92,88,,,,,,,,,20658868.28,7.00,515793.60,2.00
2025-09-18,23028000.81,24.00,92035796.13,90,,,,,,,,,22089473.48,7.00,513707.36,2.00
2025-09-19,22993854.94,24.00,90189097.87,83,,,,,,,,,22035966.66,7.00,525118.44,2.00
2025-09-22,22796435.35,24.00,97337657.66,94,,,,,,,,,22084926.67,7.00,527331.16,2.00
2025-09-23,23099781.02,24.00,99949139.27,94,,,,,,,,,22286136.19,7.00,527331.16,2.00
2025-09-24,23869941.47,24.00,102977614.92,102,,,,,,,,,23199717.26,7.00,584595.10,2.00
2025-09-25,24456941.50,24.00,105391757.91,111,,,,,,,,,24740721.23,7.00,691883.54,2.00
2025-09-26,24788750.18,24.00,105758801.28,111,,,,,,,,,24701228.81,7.00,718746.52,2.00
2025-09-29,25262309.40,24.00,77291498.01,112,,,,,,,,,24776474.94,7.00,718550.88,2.00
