Date,Equity MarketValue,Equity Count,Bond MarketValue,Bond Count,Commodity MarketValue,Commodity Count,FX MarketValue,FX Count,Derivatives MarketValue,Derivatives Count
2025-01-03,155110012.09,66,13745945.75,8,29467213.69,6,0.00,0,521319.80,40
2025-01-06,156469258.23,66,13719730.62,8,29543024.39,6,0.00,0,526661.43,44
2025-01-07,153274590.96,66,13644100.49,8,29636768.36,6,0.00,0,515205.46,43
2025-01-08,152823088.48,66,13658635.75,8,29649098.66,6,0.00,0,515656.05,42
2025-01-09,152876636.17,66,13658635.75,8,29649098.66,6,0.00,0,515706.33,42
2025-01-10,150568601.31,67,13586948.93,8,29875059.01,6,0.00,0,717914.12,41
2025-01-13,148816866.03,68,13573183.67,8,29814360.94,6,0.00,0,722118.98,28
2025-01-14,149193005.67,66,13574654.19,8,30065616.43,6,0.00,0,721063.43,20
2025-01-15,152092711.44,66,13724681.40,8,30412921.28,6,0.00,0,736831.27,26
2025-01-16,152526807.57,66,13753982.18,8,30590438.60,6,0.00,0,731346.94,24
2025-01-17,153663117.28,66,13768427.18,8,30700633.87,6,0.00,0,957531.79,48
2025-01-20,153956083.86,66,13768427.18,8,30700633.87,6,0.00,0,957530.52,32
2025-01-21,156139276.51,66,13834567.57,8,31032460.53,6,0.00,0,528398.39,55
2025-01-22,156692701.39,66,13794507.31,8,30964370.83,6,0.00,0,531181.74,73
2025-01-23,157167818.89,66,13757457.31,8,30941072.67,6,0.00,0,532611.12,69
2025-01-24,156235602.72,66,13789142.83,8,31054607.65,6,0.00,0,530548.59,69
2025-01-27,0.00,67,0.00,8,0.00,6,0.00,0,0.00,48
2025-01-28,0.00,0,0.00,0,0.00,0,0.00,0,349.93,3
2025-01-29,123700.00,4,0.00,2,0.00,0,0.00,0,218.45,5
2025-01-30,124650.00,1,0.00,0,0.00,0,0.00,0,299.83,5
2025-01-31,120070.00,3,0.00,0,0.00,0,0.00,0,250.50,6
2025-02-03,116660.00,1,63394812.00,1,0.00,0,0.00,0,205.22,3
2025-02-04,118650.00,1,63407448.00,1,0.00,0,0.00,0,241.46,3
2025-02-05,124830.00,1,63407448.00,2,0.00,0,0.00,0,309.94,4
2025-02-06,128680.00,1,63420084.00,1,0.00,0,0.00,0,326.20,4
2025-02-07,129840.00,1,63439038.00,1,0.00,0,0.00,0,332.28,4
2025-02-10,0.00,1,62768750.00,1,0.00,0,0.00,0,399.03,2
