Symbol,Quantity,AvgPrice
1288,500000,4.82
2097,1400,452.0
2828,20800,86.38
3067,135000,11.16
981,30000,43.3
AMZN,-7590,208.4
EXC,68000,44.17
IAUM,31000,32.25
KO,8200,69.24
MSTR,1400,423.87
PM,16700,164.53
QQQ,10000,498.11
SGOV,-109800,100.48
TQQQ,74505,64.59
