Symbol,Quantity,AvgPrice
981,39000,43.15
9961,1000,507.5
AAPL,-420,206.89
EBND,10888,20.76
EWZ,900,27.97
JPIB,4800,47.97
QQQ,-7000,519.93
SPLV,-28000,73.8
TQQQ,-23100,70.72
USMV,-4800,94.23
