Symbol,Quantity,AvgPrice
ABBV,-3037,163.85
ACGL,291,72.66
AZN,197,75.59
AZO,189,2681.2
CCN3,-14,2964.36
CGBM23,3,125.57
DCK3,-10,17.23
EWW,2207,60.05
FSLR,123,205.58
GFK3,-4,2.1
GOILM3,-10,730.48
HEM3,-10,0.87
HGK3,-7,3.96
HOM3,-7,2.51
HSY,64,261.53
HYG,91001,75.06
IAU,1491,37.59
IGIB,4652,51.22
IGLB,131285,52.21
IGSB,4677,50.57
LEM3,-7,1.64
LLY,1312,384.33
LMT,-995,480.21
LTPZ,4007,61.55
NGM3,16,2.43
ORLY,20,902.22
PCG,1064,16.92
PLN3,6,1102.8
QQQ,4504,315.25
RBM3,-4,2.58
RING,6289,26.19
SBN3,-15,0.25
SGEN,91,204.0
STIP,2340,99.06
TN   JUN 23,2,120.79
UB   JUN 23,2,140.02
ULTA,38,544.23
YUM,120,138.56
ZB   JUN 23,2,130.66
ZF   JUN 23,2,109.46
ZL   JUL 23,12,0.53
ZM   JUL 23,-1,444.2
ZN   JUN 23,2,114.83
ZO   JUL 23,-20,3.38
