Symbol,Quantity,AvgPrice
ACGL,339,72.75
AZN,429,73.79
AZO,9,2660.68
CGBM23,6,126.48
DCK3,-2,16.48
EWW,4041,59.58
FSLR,153,202.13
GILD,388,83.42
GOILM3,-1,704.75
HEM3,-1,0.87
HSY,80,261.79
HYG,4683,74.89
IAU,1739,37.85
IGIB,5955,51.46
IGLB,5743,52.53
IGSB,6175,50.7
LLY,60,374.17
LTPZ,4083,62.25
LVS,522,62.62
MRK,235,113.64
ORLY,34,896.66
PCAR,238,74.33
PCG,2054,17.18
QQQ,7712,313.71
RBM3,1,2.57
RING,7309,26.16
SGEN,125,202.29
STIP,3213,99.32
TN   JUN 23,2,121.83
UB   JUN 23,4,141.96
ULTA,56,544.07
YUM,213,138.15
ZB   JUN 23,2,132.06
ZF   JUN 23,3,110.17
ZN   JUN 23,2,115.65
ZO   JUL 23,-2,3.29
