Symbol,Quantity,AvgPrice
ACGL,218,72.8
AZN,234,76.13
AZO,8,2682.04
CCN3,1,2937.0
DCK3,-1,16.71
EWW,2248,60.0
FSLR,140,207.24
GFK3,1,2.1
GILD,317,86.47
HEM3,-1,0.88
HGK3,-1,3.85
HSY,82,263.34
HYG,3631,75.22
IAU,1649,37.69
IGIB,5071,51.51
IGLB,4705,52.66
IGSB,5564,50.72
LEM3,1,1.64
LLY,63,387.63
LTPZ,3595,62.26
LVS,358,63.18
MRK,272,116.39
ORLY,22,904.88
PCAR,421,74.38
PLN3,1,1096.0
QQQ,6991,313.21
RING,5900,25.99
SGEN,113,203.0
STIP,2822,99.27
TN   JUN 23,2,121.74
ULTA,29,546.76
YUM,125,138.48
ZB   JUN 23,2,132.17
ZF   JUN 23,3,110.02
ZM   JUL 23,1,434.5
ZN   JUN 23,3,115.6
ZO   JUL 23,-2,3.34
