Symbol,Quantity,AvgPrice
ABBV,-197,161.18
ACGL,-525,70.11
AZN,5704,73.34
CCN3,-2,2909.5
CGBM23,-6,124.21
DCK3,-9,17.48
EWW,-4838,59.83
FSLR,-207,218.8
GFK3,-1,2.1
GILD,-379,83.41
HEM3,1,0.88
HOK3,-7,2.62
HOM3,6,2.61
HSY,-166,257.68
IAU,-3059,37.73
IGIB,-11680,51.04
IGSB,-11895,50.42
LEM3,-1,1.64
LMT,-67,490.17
LTPZ,-8772,61.03
LVS,-1040,58.59
MPC,-3517,128.81
MRK,-322,114.85
NGK3,18,2.23
NGM3,-15,2.35
ORLY,-46,899.12
PCAR,5793,73.3
PCG,-2359,16.82
PGR,-3379,137.25
QQQ,-12312,317.29
RBK3,-6,2.81
RBM3,6,2.76
REGN,-551,825.93
RING,-10193,26.64
SBK3,-28,0.24
SBN3,24,0.24
SGEN,-159,205.88
STIP,-6023,98.8
TN   JUN 23,-5,120.27
UB   JUN 23,-4,138.93
ULTA,-88,534.54
YUM,3123,136.11
ZB   JUN 23,-4,129.94
ZF   JUN 23,-5,109.15
ZL   JUL 23,1,0.54
ZM   JUL 23,-1,460.3
ZN   JUN 23,-5,114.42
ZO   JUL 23,-20,3.35
