Symbol,Quantity,AvgPrice
ADM,-1701,86.04
AEP,-1318,103.42
CF,-1608,101.88
CGBZ22,-5,123.47
CGFZ22,-5,112.42
COILX2,-1,95.31
CTZ2,-2,1.03
DTE,-1038,134.56
ED,-1350,100.07
FPE,-25033,17.56
GIS,-1867,74.55
GOILV2,-1,999.0
HEZ2,7,0.86
HYG,-5875,74.65
IAU,-13829,32.34
IGIB,-31082,50.25
IGSB,22411,50.1
IXC,-28040,37.59
K,-2018,70.79
MCK,-364,344.74
MRK,-1649,87.19
NOC,-289,476.18
PLV2,5,905.4
QQQ,-32954,295.53
RBV2,-1,2.56
SHYD,-19739,22.31
SIZ2,3,19.61
SO,-1802,79.41
SRE,-792,174.17
WEC,-1279,104.77
WM,-855,173.07
XEL,-1782,75.26
XLE,-13370,82.38
ZC   DEC 22,-3,6.87
ZM   DEC 22,-3,424.57
