Symbol,Quantity,AvgPrice
ADM,215,90.76
AEP,413,104.68
CF,367,104.11
CGBZ22,1,124.22
CGFZ22,1,112.92
CTVA,892,62.51
CTZ2,1,1.05
DTE,325,134.99
ED,460,100.96
FPE,9962,17.62
GIS,638,75.7
HSY,242,225.67
HYG,1661,75.97
IAU,4861,32.57
IGIB,3523,50.7
K,904,71.97
LEV2,1,1.45
MCK,132,368.77
MRK,580,87.73
NGV2,1,7.95
NOC,90,492.37
QQQ,10978,305.68
SHYD,5691,22.54
SO,600,79.7
SRE,224,174.02
WM,239,173.73
XLE,3093,79.9
XLU,4118,77.44
ZC   DEC 22,2,6.78
ZL   DEC 22,1,0.64
ZM   DEC 22,1,411.2
ZS   NOV 22,1,14.06
