Symbol,Quantity,AvgPrice
ADM,-380,88.03
AEP,-634,104.18
CF,-295,101.31
CGBZ22,-1,123.48
CGFZ22,-2,112.5
CTZ2,-1,1.02
DTE,-481,134.86
ED,-660,100.83
FPE,-10696,17.58
GIS,-814,75.56
HEZ2,2,0.84
HOV2,-1,3.55
HYG,-2283,74.82
IAU,-4889,32.36
IGIB,-3569,50.12
IXC,-14949,37.08
K,-832,72.36
MCK,-137,353.81
MRK,-690,87.07
NOC,-105,481.38
PLV2,2,891.75
QQQ,-14002,298.62
SHYD,-7883,22.37
SIZ2,1,19.51
SO,-765,79.44
SRE,-393,173.97
WEC,-654,105.7
WM,-319,172.58
XEL,-858,76.51
XLE,-6421,81.07
ZC   DEC 22,-1,6.93
ZM   DEC 22,-1,430.1
