Symbol,Quantity,AvgPrice
ALIV3,2,2127.25
BKNG,-12,3065.77
BR,-265,179.0
CCZ3,-1,3467.0
CHD,-512,92.61
DHI,-277,117.03
EWZ,-4783,30.55
FDX,-212,262.93
FMB,-6578,50.18
FPE,-20581,16.04
GE,-364,111.0
GFU3,-1,2.48
GOILU3,-1,910.0
HGU3,1,3.7
HYD,-6352,50.49
HYG,-4422,74.19
IAU,-4668,35.84
IGIB,-6771,49.45
IGLB,-6635,48.57
IGSB,-6837,49.98
KE   DEC 23,2,7.56
KSA,-4447,40.49
LLY,-87,542.66
MAR,-219,202.53
PANW,-161,207.8
PH,-114,398.53
PLV3,2,911.25
PWR,-277,200.82
QQQ,-11812,356.55
RBU3,-1,2.8
SBV3,-1,0.24
SGEN,-287,193.14
SIU3,1,22.82
STIP,-3542,97.1
TDG,-57,848.81
VRSK,-193,232.02
WST,-126,388.32
ZS   NOV 23,1,13.48
