Symbol,Quantity,AvgPrice
ALIV3,1,2113.5
BKNG,-8,3198.86
BR,-134,181.19
CHD,-261,93.93
DHI,-318,125.63
EWZ,-2824,30.92
FDX,-116,266.0
FMB,-3791,50.37
FPE,-10628,16.14
GE,-210,114.67
HGU3,1,3.66
HYD,-3827,50.81
HYG,-2599,74.65
IAU,-2661,36.04
IGIB,-3708,49.54
IGLB,-3670,48.83
IGSB,-3728,49.97
KE   DEC 23,1,7.5
KSA,-1757,40.49
LEV3,-1,1.8
LLY,-89,548.06
MAR,-163,207.39
PANW,-120,215.94
PH,-57,410.96
PLV3,1,897.0
PWR,-150,203.12
QQQ,-6755,365.95
SBV3,-1,0.24
SGEN,-166,193.92
SIU3,1,22.67
STIP,-1957,97.02
TDG,-33,863.92
VRSK,-106,236.59
WST,-88,400.93
ZS   NOV 23,1,13.3
