Symbol,Quantity,AvgPrice
ABNB,-706,141.69
ACGL,-1567,77.21
BKNG,-39,2816.28
CCU3,-11,3497.18
CHD,-1461,95.93
DHI,-1058,123.14
FDX,-458,264.98
FMB,-25638,50.14
FPE,-68957,16.14
GE,-1151,112.32
GFU3,-3,2.5
HGU3,-4,3.87
HYD,-24128,50.28
HYG,-16827,74.2
IAU,-10963,36.66
IGIB,-24757,49.65
IGLB,-22668,48.99
IGSB,-26036,50.02
INDA,-22562,43.64
KCU3,4,1.66
KSA,-20859,40.7
LEV3,-3,1.8
NGU3,6,2.55
PANW,-373,236.28
PAU3,1,1256.5
PH,-280,411.73
PWR,-727,199.63
QQQ,-31897,373.91
RCL,-1150,105.43
SBV3,-15,0.24
SGEN,-630,193.34
SIU3,-3,23.69
STIP,-13496,97.01
TDG,-130,888.23
VRSK,-582,233.23
WST,-336,370.05
ZC   DEC 23,7,4.97
ZS   NOV 23,-6,13.29
