Symbol,Quantity,AvgPrice
ALIV3,4,2140.0
BKNG,-36,3023.39
BR,-682,182.86
CCZ3,-3,3467.67
ETN,-487,221.87
FDX,-462,256.76
FMB,-14792,49.9
FPE,-46455,16.01
GE,-1012,111.26
GFV3,-1,2.53
HYD,-14830,50.34
HYG,-9828,74.43
IAU,-10188,36.17
IGIB,-14820,49.54
IGSB,-14850,49.96
INDA,-8266,43.67
KCZ3,3,1.53
KSA,-9098,40.38
LEV3,1,1.81
LLY,-217,551.05
MAR,-559,199.63
PANW,-431,228.27
PH,-239,400.79
PLV3,5,944.92
PWR,-518,204.49
QQQ,-22763,361.29
RSG,-818,146.13
SBV3,4,0.25
SGEN,-666,199.12
SIZ3,2,24.51
STIP,-7631,97.03
TDG,-139,861.7
VRSK,-447,235.8
WST,-312,391.21
ZC   DEC 23,8,4.9
ZO   DEC 23,-5,4.97
ZS   NOV 23,-2,13.85
