Symbol,Quantity,AvgPrice
ALIV3,-6,2113.75
BKNG,24,3050.23
BR,360,178.92
CCZ3,4,3448.75
CHD,-6126,92.55
DHI,-4847,115.02
ETN,2937,213.83
EWZ,-56299,30.2
FDX,265,260.25
FMB,7933,50.03
FPE,25280,16.03
GE,508,111.59
GFV3,1,2.53
GOILU3,-4,914.5
HGU3,9,3.71
HOU3,-3,3.14
HYD,7752,50.26
HYG,5383,73.92
IAU,5604,35.78
IGIB,7753,49.19
IGLB,-70161,48.05
IGSB,7809,49.89
INDA,43654,43.5
KCZ3,-19,1.52
KE   DEC 23,22,7.46
KSA,4801,40.59
LEV3,-14,1.8
LLY,99,548.99
MAR,329,200.54
PH,170,395.65
PLV3,-6,910.32
PWR,287,202.24
QQQ,15257,360.58
RBU3,-3,2.78
RSG,4310,146.35
SBV3,-36,0.24
SGEN,344,193.65
SIZ3,-3,23.47
STIP,4041,96.92
TDG,67,853.48
VRSK,282,230.71
WST,189,390.37
ZC   DEC 23,-45,4.88
ZO   DEC 23,24,4.67
ZS   NOV 23,20,13.64
