Symbol,Quantity,AvgPrice
ALIV3,-1,2190.0
BR,144,186.36
BRO,350,74.31
CEG,262,105.35
ETN,106,231.37
EWZ,3116,31.15
FDX,85,263.35
FMB,3497,50.11
FPE,10612,16.17
GE,267,114.4
GFV3,1,2.55
HEV3,-1,0.83
HYD,3305,50.82
HYG,2345,75.3
IAU,2199,36.79
IGSB,3423,50.23
KE   DEC 23,-1,7.31
KSA,1807,40.91
LEV3,1,1.8
LLY,63,552.01
PANW,87,242.21
PH,62,419.68
PWR,119,211.55
QQQ,6012,378.67
RSG,196,145.11
SBV3,2,0.25
SGEN,140,206.95
SIZ3,1,24.92
STIP,1762,97.41
TDG,26,905.64
VRSK,98,242.11
WST,79,410.41
ZC   DEC 23,-1,4.84
ZO   DEC 23,2,5.06
ZW   DEC 23,-1,6.1
