Symbol,Quantity,AvgPrice
ABNB,-3606,132.76
ACGL,-6716,77.03
ALIV3,-16,2124.97
BKNG,20,3205.56
BR,3237,182.99
CCU3,-46,3311.27
CCZ3,13,3391.15
CHD,792,96.01
DHI,654,122.86
EWZ,55945,31.05
FDX,258,266.41
FMB,-22379,50.33
FPE,-70736,16.2
GE,509,115.16
GFU3,-10,2.51
GOILU3,5,900.7
HGU3,-26,3.72
HOU3,3,3.1
HYD,-22801,50.67
HYG,-15562,74.71
IAU,6156,36.17
IGIB,-22665,49.7
IGLB,-22322,49.3
IGSB,-22819,49.99
INDA,-89519,43.43
KCU3,13,1.52
KE   DEC 23,-22,7.47
KSA,-51926,40.92
LEV3,-5,1.81
LLY,1114,538.33
MAR,2823,206.86
NGU3,32,2.77
PANW,386,219.7
PAU3,7,1263.14
PH,180,413.85
PLV3,-18,901.48
PWR,373,201.75
QQQ,18756,368.38
RBU3,3,2.9
RCL,-4939,102.29
SBV3,-45,0.24
SGEN,332,195.7
SIU3,-21,22.62
STIP,-11837,97.16
TDG,88,870.4
VRSK,274,236.2
WST,89,396.25
ZC   DEC 23,32,4.84
ZS   NOV 23,-37,13.24
