Symbol,Quantity,AvgPrice
ALIV3,1,2182.5
BR,-221,186.67
BRO,-754,74.2
CCZ3,-2,3618.0
CEG,-502,105.83
ETN,-187,228.77
EWZ,-4436,32.01
FDX,-217,261.3
FMB,-6485,50.02
FPE,-20346,16.13
GE,-406,114.87
GFV3,-1,2.55
HEV3,1,0.81
HYD,-6418,50.73
HYG,-4409,75.39
IAU,-4574,36.85
IGSB,-6403,50.22
KE   DEC 23,1,7.29
KSA,-2914,41.29
LEV3,-1,1.8
LLY,-94,551.3
PANW,-237,237.53
PH,-122,418.32
PWR,-197,210.36
QQQ,-11289,376.16
RSG,-369,146.32
SBV3,-3,0.26
SGEN,-189,207.33
SIZ3,-1,25.16
STIP,-3301,97.39
TDG,-57,905.0
VRSK,-229,241.21
WST,-141,411.44
ZC   DEC 23,1,4.86
ZO   DEC 23,-4,5.18
ZW   DEC 23,1,6.06
