Symbol,Quantity,AvgPrice
2097,100,418.0
2359,1200,68.72
2828,800,87.46
3067,1400,11.47
700,800,506.69
857,2000,6.13
883,1000,18.36
AMZN,300,192.68
CVS,800,66.99
DAX,800,39.44
FXY,200,61.48
MLPX,180,63.55
MSTR,200,294.57
NVDA,500,109.67
PLTR,550,84.96
QQQ,100,470.29
RSP,200,171.88
SFM,300,147.76
SH,4600,44.75
TMUS,100,265.67
TSLA,170,263.33
UBER,500,72.76
USD.HKD,-83300,7.78
XLE,280,92.18
XLP,700,80.49
XLU,700,78.08
