Symbol,Quantity,AvgPrice
2828,200,89.38
3067,200,11.77
AMZN,200,202.17
BSX,500,102.66
CNH,4200,12.72
CQQQ,1100,46.18
CTAS,180,193.34
CVS,800,67.92
DAX,1900,40.01
HEFA,1100,37.14
IAUM,1700,30.0
IBIT,300,50.16
ICE,300,175.68
IEF,600,94.49
JD,600,42.55
MDT,600,90.22
MSTR,400,331.71
NVDA,410,121.81
PLTR,80,95.43
PM,350,151.17
RSP,150,175.45
SE,20,128.18
SFM,200,144.85
SGOV,-10000,100.6
SNDK,1000,52.55
TIP,500,109.81
TLT,600,89.81
UBER,100,75.81
USD.HKD,-2608,7.77
VGLT,-2120,56.87
VRTX,100,511.2
