Symbol,Quantity,AvgPrice
ADM,2078,86.71
ALIZ2,5,2281.45
AMGN,775,231.01
BMY,-229,68.79
COILZ2,3,97.88
CTVA,-337,61.11
CTZ2,1,0.88
DTE,-1801,107.23
ED,-2321,81.7
GFX2,1,1.73
GIS,-245,76.34
GOILX2,3,1145.67
HEZ2,2,0.79
HGZ2,-3,3.45
HOX2,4,4.05
HSY,-85,222.83
IAU,-20232,31.7
IXC,-4724,36.68
K,-237,70.33
KCZ2,4,2.17
LEZ2,-4,1.47
LLY,-59,322.53
MCK,-53,349.45
MOH,509,347.95
MRK,-251,90.6
NOC,-56,501.08
QQQ,-3765,266.11
RBX2,3,2.72
SO,-3033,64.33
SRE,-97,148.07
WEC,-227,86.01
WM,-107,155.17
XLE,-1743,80.9
ZC   DEC 22,10,7.01
ZM   DEC 22,8,403.8
ZS   NOV 22,5,13.84
