Symbol,Quantity,AvgPrice
AZO,81,2384.36
COILF3,-3,91.33
GFF3,6,1.82
HEZ2,8,0.88
K,96,73.0
LEZ2,9,1.54
NGZ2,-1,5.78
QQQ 17MAR23 280 C,83,21.01
QQQ 17MAR23 330 C,-83,4.51
WM,-1105,162.55
ZC   DEC 22,1,6.8
ZO   DEC 22,-31,3.7
ZS   JAN 23,-4,13.9
ZS   NOV 22,4,13.81
