Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
PWR,STK,92.12,17136,17451,315,1.838,0.385,1607541.37
SIVB,STK,561.79,2773,2861,88,3.173,0.385,1607541.37
TT,STK,185.23,8552,8679,127,1.485,0.385,1607541.37
HCA,STK,213,7477,7547,70,0.936,0.385,1607541.37
IVZ,STK,29.3,54526,54865,339,0.622,0.385,1607541.37
OKE,STK,55.06,28677,29196,519,1.81,0.385,1607541.37
FITB,STK,40.57,38884,39624,740,1.903,0.385,1607541.37
COF,STK,160.65,9896,10006,110,1.112,0.385,1607541.37
NWSA,STK,26.84,59369,59893,524,0.883,0.385,1607541.37
TXT,STK,68.38,23027,23509,482,2.093,0.385,1607541.37
GS,STK,379.55,4201,4235,34,0.809,0.385,1607541.37
WFC,STK,45.68,34754,35191,437,1.257,0.385,1607541.37
IPG,STK,34.16,46809,47059,250,0.534,0.385,1607541.37
IRM,STK,45.8,33783,35099,1316,3.895,0.385,1607541.37
NUE,STK,106.59,14777,15082,305,2.064,0.385,1607541.37
QQQ,STK,342.06,189993,217525,27532,14.491,17.82,74406722.5
IJS,STK,108.43,51678,52420,742,1.436,1.361,5683878.17
EWT,STK,63.52,47687,48792,1105,2.317,0.742,3099267.55
XLE,STK,55.67,45392,46409,1017,2.24,0.619,2583580.95
DIA,STK,345.19,46761,23950,-22811,-48.782,1.98,8267413.61
2823,STK,2.68,1964400,2120850,156450,7.964,1.361,5683878.17
EZU,STK,51,109402,111449,2047,1.871,1.361,5683878.17
EWD,STK,48.18,115044,117972,2928,2.545,1.361,5683878.17
EXXX,STK,46.04,55088,56116,1028,1.866,0.619,2583580.95
IAU,STK,35.31,56592,59126,2534,4.478,0.5,2087730.71
FLRN,STK,30.65,798751,817382,18631,2.333,6,25052768.52
CYBA,STK,5.56,2193703,2252947,59244,2.701,3,12526384.26
ZT,FUT,220684.51,111,114,3,2.703,6,25052768.52
Z3N,FUT,232240.8,105,108,3,2.857,6,25052768.52
3KTB,FUT,99019.83,246,253,7,2.846,6,25052768.52
HG,FUT,113041.09,33,34,1,3.03,0.917,3827506.44
ZS,FUT,70125.23,26,27,1,3.846,0.458,1913753.01
PA,FUT,275874.46,13,14,1,7.692,0.917,3827506.44
SCI,FUT,21209.56,89,90,1,1.124,0.458,1913753.01
ZC,FUT,29192.04,123,131,8,6.504,0.917,3827506.44
RB,FUT,92463,40,41,1,2.5,0.917,3827506.44
AH,FUT,61557.5,60,62,2,3.333,0.917,3827506.44
NI,FUT,110242,17,17,0,0,0.458,1913753.01
SNLME,FUT,162836.55,11,12,1,9.091,0.458,1913753.01
HO,FUT,89535.59,41,43,2,4.878,0.917,3827506.44
HE,FUT,46666,78,82,4,5.128,0.917,3827506.44
ZL,FUT,36690,95,104,9,9.474,0.917,3827506.44
KC,FUT,59017.5,62,65,3,4.839,0.917,3827506.44
CL,FUT,70340,54,54,0,0,0.917,3827506.44
,,,,,,,,
,,,,,,,4.647,298544464.28
