Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
PWR,STK,87.15,16859,17406,547,3.245,0.385,1516931.26
SIVB,STK,545.38,2708,2781,73,2.696,0.385,1516931.26
TT,STK,180,8679,8427,-252,-2.904,0.385,1516931.26
HCA,STK,207.21,7547,7321,-226,-2.995,0.385,1516931.26
IVZ,STK,27.21,54865,55749,884,1.611,0.385,1516931.26
OKE,STK,54.16,26935,28008,1073,3.984,0.385,1516931.26
FITB,STK,38.03,37875,39888,2013,5.315,0.385,1516931.26
COF,STK,153.05,9469,9911,442,4.668,0.385,1516931.26
NWSA,STK,25.5,59893,59488,-405,-0.676,0.385,1516931.26
TXT,STK,65.61,22649,23120,471,2.08,0.385,1516931.26
GS,STK,359.91,4235,4215,-20,-0.472,0.385,1516931.26
WFC,STK,42.64,33453,35575,2122,6.343,0.385,1516931.26
IPG,STK,32.43,47059,46776,-283,-0.601,0.385,1516931.26
IRM,STK,45.57,33859,33288,-571,-1.686,0.385,1516931.26
NUE,STK,96,15623,15801,178,1.139,0.385,1516931.26
QQQ,STK,345.99,237800,225481,-12319,-5.18,19.8,78014154.93
IJS,STK,105.21,50272,27798,-22474,-44.705,0.742,2924575.33
EWT,STK,63.5,46978,84465,37487,79.797,1.361,5363502.7
XLE,STK,53.72,44259,45383,1124,2.54,0.619,2437955.74
2823,STK,2.56,2120800,1047559,-1073241,-50.605,0.681,2681751.15
2800,STK,29.16,0,91967,91967,Inf,0.681,2681751.15
EZU,STK,50.11,107553,107035,-518,-0.482,1.361,5363502.7
EWD,STK,,0,,,,0,0
EXXX,STK,44.41,56116,54897,-1219,-2.172,0.619,2437955.74
EWC,STK,37.35,146868,143601,-3267,-2.224,1.361,5363502.7
IAU,STK,,0,,,,0,0
FLRN,STK,30.65,817382,771310,-46072,-5.637,6,23640653.01
CYBA,STK,5.54,2252947,2133633,-119314,-5.296,3,11820326.5
ZT,FUT,220419.08,114,107,-7,-6.14,6,23640653.01
Z3N,FUT,231512.72,108,102,-6,-5.556,6,23640653.01
3KTB,FUT,97391.49,253,243,-10,-3.953,6,23640653.01
HG,FUT,104754,25,22,-3,-12,0.583,2298396.69
ZS,FUT,64512.15,20,18,-2,-10,0.292,1149198.54
PA,FUT,254140,10,9,-1,-10,0.583,2298396.69
SCI,FUT,20653.41,64,56,-8,-12.5,0.292,1149198.54
ZC,FUT,27350,95,84,-11,-11.579,0.583,2298396.69
RB,FUT,89322.24,29,26,-3,-10.345,0.583,2298396.69
AH,FUT,59572.45,44,39,-5,-11.364,0.583,2298396.69
NI,FUT,,0,,,,0,0
SNLME,FUT,158278.4,10,7,-3,-30,0.292,1149198.54
HO,FUT,86528,30,27,-3,-10,0.583,2298396.69
HE,FUT,42812.8,60,54,-6,-10,0.583,2298396.69
ZL,FUT,33032.09,79,70,-9,-11.392,0.583,2298396.69
KC,FUT,57050.02,46,40,-6,-13.043,0.583,2298396.69
CL,FUT,69735.43,37,33,-4,-10.811,0.583,2298396.69
PB,FUT,53401.17,24,22,-2,-8.333,0.292,1149198.54
,,,,,,,,
,,,,,,,4.355,263986320.64
