Action,Quantity,Symbol,SecType,Exchange,Currency,TimeInForce,OrderType,Account,Algo allowPastEndTime,Algo startTime,Algo endTime,Algo strategy,LastTradingDayOrContractMonth,Multiplier
BUY,4143,MRNA,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
BUY,6117,XLV,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,388,NVDA,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,1398,SMH,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,200,600519,STK,SMART/AMEX,CNH,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,900,9988,STK,SMART/AMEX,HKD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,1200,9888,STK,SMART/AMEX,HKD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,643260,857,STK,SMART/AMEX,HKD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,361348,883,STK,SMART/AMEX,HKD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
BUY,5638,EPI,STK,SMART/AMEX,HKD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,337,EWJV,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
BUY,4116,DXJ,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
BUY,673393,SH,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
BUY,7169,URNM,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,1159,VCIT,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
BUY,14460,USHY,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
SELL,1241,ISTB,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
,,,,,,,,,,,,,,
SELL,2437,COIN,STK,SMART/AMEX,USD,DAY,MKT,U8251256,FALSE,10:30:05 EST,15:59:05 EST,Vwap,,
