Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
MRNA,STK,87.23,43100,47243,4143,9.613,2.2,4121036.83
XLV,STK,143.95,6896,13013,6117,88.704,1,1873198.56
NVDA,STK,721.06,700,312,-388,-55.429,0.12,224783.83
SMH,STK,204.07,2500,1102,-1398,-55.92,0.12,224783.83
EWY,STK,63.67,155739,155739,0,0.121,5.3,9927952.37
600519,STK,237.972067039106,900,700,-200,-12.556,0.1,187319.86
700,STK,36.7263427109974,15300,15300,0,0.007,0.3,561959.57
9988,STK,8.8618925831202,22000,21100,-900,-3.918,0.1,187319.86
9888,STK,12.9411764705882,15600,14400,-1200,-7.212,0.1,187319.86
857,STK,0.719948849104859,1684000,1040740,-643260,-38.198,0.4,749279.42
883,STK,1.85166240409207,766000,404652,-361348,-47.173,0.4,749279.42
EPI,STK,43.72,122898,128536,5638,4.588,3,5619595.68
BRZU,STK,90.39,1650,1650,0,0.485,0.08,149855.88
EPOL,STK,22.28,13151,13151,0,2.289,0.16,299711.77
EWJ,STK,66.63,21678,21678,0,-2.735,0.75,1404898.92
EWJV,STK,30.58,3400,3063,-337,-9.912,0.05,93659.93
DXJ,STK,97.9,97293,101409,4116,4.231,5.3,9927952.37
SH,STK,12.44,79500,752893,673393,847.035,5,9365992.8
URNM,STK,53.65,129000,136169,7169,5.557,3.9,7305474.38
VCIT,STK,79.93,36312,35153,-1159,-3.192,1.5,2809797.84
CWB,STK,72.14,38350,38350,0,1.562,1.5,2809797.84
TLT,STK,93.92,30000,30000,0,-0.277,1.5,2809797.84
LQD,STK,108.1,26725,26725,0,-2.739,1.5,2809797.84
USHY,STK,36.34,78324,92784,14460,18.462,1.8,3371757.41
ISTB,STK,47.37,21013,19772,-1241,-5.906,0.5,936599.28
XBTF,STK,,0,,,,0.15,280979.78
COIN,STK,141.1,11730,9293,-2437,-20.776,0.7,1311238.99
GLD,STK,187.53,38544,38544,0,1.069,3.9,7305474.38
,,,,,,,,
,,,,,,,1.657,77606616.34
