Symbol,SecType,Last_Price,Old position,New position,Change,Change (%),Weights (%),Target allocation ($)
LLY,STK,558.19,984,1035,51,5.183,0.333,577727.28
WST,STK,403.67,1350,1431,81,6,0.333,577727.28
GE,STK,112.88,4837,5118,281,5.809,0.333,577727.28
PWR,STK,208.81,2592,2767,175,6.752,0.333,577727.28
ETN,STK,229.57,2362,2517,155,6.562,0.333,577727.28
SGEN,STK,207.18,2647,2789,142,5.365,0.333,577727.28
VRSK,STK,240.61,2267,2401,134,5.911,0.333,577727.28
BRO,STK,72.5,7418,7969,551,7.428,0.333,577727.28
PANW,STK,244.9,2283,2359,76,3.329,0.333,577727.28
FDX,STK,256.62,2113,2251,138,6.531,0.333,577727.28
BR,STK,187.69,2932,3078,146,4.98,0.333,577727.28
TDG,STK,889.16,604,650,46,7.616,0.333,577727.28
CEG,STK,106.05,5130,5448,318,6.199,0.333,577727.28
CHD,STK,95.17,5718,6070,352,6.156,0.333,577727.28
ANET,STK,197.46,2789,2926,137,4.912,0.333,577727.28
QQQ,STK,376.92,131655,137948,6293,4.78,30,51995460.31
KSA,STK,40.67,40314,42616,2302,5.71,1,1733182.01
INDA,STK,44.39,37325,39044,1719,4.605,1,1733182.01
STIP,STK,97.06,34022,35714,1692,4.973,2,3466364.02
IGSB,STK,49.93,65998,69424,3426,5.191,2,3466364.02
HYG,STK,74.58,43993,46478,2485,5.649,2,3466364.02
FPE,STK,16.1,204490,215302,10812,5.287,2,3466364.02
HYD,STK,50.31,65435,68900,3465,5.295,2,3466364.02
FMB,STK,49.99,65971,69341,3370,5.108,2,3466364.02
IGIB,STK,49.46,66422,70084,3662,5.513,2,3466364.02
BTS,FUT,104720,32,33,1,3.125,2,3466364.02
GBS,FUT,105285,31,33,2,6.452,2,3466364.02
GBM,FUT,116690,28,30,2,7.143,2,3466364.02
IAU,STK,36.48,45178,47510,2332,5.162,1,1733182.01
CC,FUT,36420,23,24,1,4.348,0.5,866591.01
COIL,FUT,89550,9,10,1,11.111,0.5,866591.01
CL,FUT,85650,10,10,0,0,0.5,866591.01
RB,FUT,108066,8,8,0,0,0.5,866591.01
HO,FUT,133963.17,6,6,0,0,0.5,866591.01
PB,FUT,56337.53,15,15,0,0,0.5,866591.01
GOIL,FUT,93050,9,9,0,0,0.5,866591.01
CT,FUT,44260,19,20,1,5.263,0.5,866591.01
DA,FUT,37098.18,22,23,1,4.545,0.5,866591.01
ALI,FUT,55100,-4,0,4,-100,0,0
SB,FUT,29948.79,28,0,-28,-100,0,0
,,,,,,,,
,,,,,,,2.923,108323874.83
